machine_unique_id,t_stamp_raw,opn_raw,job_nbr,ignition_run_number_raw,machine_state_nbr,cat_speed,clamp_pressure,die_temp,load_cell,mandrel_position,ram_position,ram_speed,zumbach_od,zumbach_ovality,barrel_temp,insert_date_raw,original_table_name,new_Column_is_added,new_column_added_1
901,2026-01-01 08:10:10,OP101,JOB1001,1,2,49.58,146.69,339.83,57.18,29.28,12.22,48.59,5.049,0.031,349.11,2026-01-01 08:10:10,aiken_ptfe_901_plc,new,new62
901,2026-01-01 08:10:20,OP101,JOB1001,1,2,50.07,153.02,340.12,57.18,30.56,12.42,49.07,4.962,0.025,349.04,2026-01-01 08:10:20,aiken_ptfe_901_plc,new,new63
901,2026-01-01 08:10:30,OP101,JOB1001,1,2,50.7,145.41,341.87,62.71,28.7,12.63,49.69,5.047,0.029,351.95,2026-01-01 08:10:30,aiken_ptfe_901_plc,new,new64
901,2026-01-01 08:10:40,OP101,JOB1001,1,2,49.95,154.46,341.69,62.2,30.38,12.83,48.95,5.023,0.027,347.2,2026-01-01 08:10:40,aiken_ptfe_901_plc,new,new65
901,2026-01-01 08:10:50,OP101,JOB1001,1,2,49.79,148.37,339.69,60.05,28.63,13.03,48.79,5.045,0.029,350.16,2026-01-01 08:10:50,aiken_ptfe_901_plc,new,new66
901,2026-01-01 08:11:00,OP101,JOB1001,1,2,49.24,150.54,338.55,62.8,28.83,13.23,48.26,5.045,0.026,352.5,2026-01-01 08:11:00,aiken_ptfe_901_plc,new,new67
901,2026-01-01 08:11:10,OP101,JOB1001,1,2,50.3,146.66,338.24,59.64,28.67,13.43,49.29,5.027,0.025,347.41,2026-01-01 08:11:10,aiken_ptfe_901_plc,new,new68
901,2026-01-01 08:11:20,OP101,JOB1001,1,2,50.57,147.84,339.26,60.84,29.95,13.63,49.56,4.955,0.037,349.68,2026-01-01 08:11:20,aiken_ptfe_901_plc,new,new69
901,2026-01-01 08:11:30,OP101,JOB1001,1,2,49.71,149.08,339.15,57.42,30.39,13.83,48.72,4.966,0.036,352.23,2026-01-01 08:11:30,aiken_ptfe_901_plc,new,new70
901,2026-01-01 08:11:40,OP101,JOB1001,1,2,49.94,153.15,339.4,62.91,28.97,14.03,48.94,4.986,0.034,351.71,2026-01-01 08:11:40,aiken_ptfe_901_plc,new,new71
901,2026-01-01 08:11:50,OP101,JOB1001,1,2,50.75,146.6,339.5,57.14,29.88,14.23,49.73,4.973,0.036,350.84,2026-01-01 08:11:50,aiken_ptfe_901_plc,new,new72
901,2026-01-01 08:12:00,OP101,JOB1001,1,2,49.4,149.64,338.31,58.21,31.04,14.43,48.41,4.971,0.022,347.01,2026-01-01 08:12:00,aiken_ptfe_901_plc,new,new73
901,2026-01-01 08:12:10,OP101,JOB1001,1,2,50.53,150.02,339.56,59.04,31.28,14.63,49.52,5.008,0.031,347.47,2026-01-01 08:12:10,aiken_ptfe_901_plc,new,new74
901,2026-01-01 08:12:20,OP101,JOB1001,1,2,50.3,146.06,341.08,58.39,31,14.83,49.29,4.954,0.02,350.25,2026-01-01 08:12:20,aiken_ptfe_901_plc,new,new75
901,2026-01-01 08:12:30,OP101,JOB1001,1,2,49.36,151.13,338.64,59.01,28.93,15.03,48.37,5.009,0.029,351.44,2026-01-01 08:12:30,aiken_ptfe_901_plc,new,new76
901,2026-01-01 08:12:40,OP101,JOB1001,1,2,50.62,145.31,338.29,58.44,28.19,15.23,49.61,4.993,0.033,350.22,2026-01-01 08:12:40,aiken_ptfe_901_plc,new,new77
901,2026-01-01 08:12:50,OP101,JOB1001,1,2,49.91,150.26,341.93,61.2,31.03,15.43,48.91,5.021,0.034,351.26,2026-01-01 08:12:50,aiken_ptfe_901_plc,new,new78
901,2026-01-01 08:13:00,OP101,JOB1001,1,2,50.48,151.88,338.23,62.69,30.47,15.63,49.47,4.996,0.038,352.22,2026-01-01 08:13:00,aiken_ptfe_901_plc,new,new79
901,2026-01-01 08:13:10,OP101,JOB1001,1,2,49.47,148.44,341.34,61.88,28.24,15.83,48.48,5.011,0.032,348.74,2026-01-01 08:13:10,aiken_ptfe_901_plc,new,new80
901,2026-01-01 08:13:20,OP101,JOB1001,1,2,49.26,146.89,341.94,60.2,29.85,16.03,48.27,5.037,0.023,351.54,2026-01-01 08:13:20,aiken_ptfe_901_plc,new,new81
901,2026-01-01 08:13:30,OP101,JOB1001,1,2,50.19,152.29,341.37,62.84,29.84,16.23,49.19,4.978,0.021,348.73,2026-01-01 08:13:30,aiken_ptfe_901_plc,new,new82
901,2026-01-01 08:13:40,OP101,JOB1001,1,2,49.38,145.79,340.57,62.82,29.57,16.43,48.39,4.966,0.022,349.51,2026-01-01 08:13:40,aiken_ptfe_901_plc,new,new83
901,2026-01-01 08:13:50,OP101,JOB1001,1,2,49.47,145.83,340.74,57.41,29.14,16.63,48.48,5.042,0.037,350.38,2026-01-01 08:13:50,aiken_ptfe_901_plc,new,new84
901,2026-01-01 08:14:00,OP101,JOB1001,1,2,49.27,154.19,338.17,57.99,29.74,16.83,48.28,4.974,0.039,347.94,2026-01-01 08:14:00,aiken_ptfe_901_plc,new,new85
901,2026-01-01 08:14:10,OP101,JOB1001,1,2,50.7,150.58,341.87,61.86,30.17,17.03,49.69,4.998,0.026,351.75,2026-01-01 08:14:10,aiken_ptfe_901_plc,new,new86
901,2026-01-01 08:14:20,OP101,JOB1001,1,2,50.68,150.4,339.4,59.55,28.95,17.23,49.67,4.97,0.028,350.2,2026-01-01 08:14:20,aiken_ptfe_901_plc,new,new87
901,2026-01-01 08:14:30,OP101,JOB1001,1,2,49.72,149.19,339.24,59.7,28.58,17.43,48.73,4.971,0.034,347.31,2026-01-01 08:14:30,aiken_ptfe_901_plc,new,new88
901,2026-01-01 08:14:40,OP101,JOB1001,1,2,50.16,154.04,338.6,60.55,29.4,17.64,49.16,5.018,0.032,352.63,2026-01-01 08:14:40,aiken_ptfe_901_plc,new,new89
901,2026-01-01 08:14:50,OP101,JOB1001,1,2,50.78,151.18,338.14,61.26,29.01,17.84,49.76,5.05,0.036,348.78,2026-01-01 08:14:50,aiken_ptfe_901_plc,new,new90
901,2026-01-01 08:15:00,OP101,JOB1001,1,2,49.78,150.1,340.94,57.64,29.89,18.04,48.78,5.004,0.032,348.28,2026-01-01 08:15:00,aiken_ptfe_901_plc,new,new91
901,2026-01-01 08:15:10,OP101,JOB1001,1,2,50.77,145.63,340.94,61.37,31.96,18.24,49.75,4.998,0.023,350.4,2026-01-01 08:15:10,aiken_ptfe_901_plc,new,new92
901,2026-01-01 08:15:20,OP101,JOB1001,1,2,50.71,149.63,341.65,61.71,29.85,18.44,49.7,4.961,0.022,350.11,2026-01-01 08:15:20,aiken_ptfe_901_plc,new,new93
901,2026-01-01 08:15:30,OP101,JOB1001,1,2,50.05,146.35,338.09,57.25,29.54,18.64,49.05,5.047,0.034,350.63,2026-01-01 08:15:30,aiken_ptfe_901_plc,new,new94
901,2026-01-01 08:15:40,OP101,JOB1001,1,2,49.35,153.85,340.3,60.66,29.92,18.84,48.36,4.952,0.034,350.77,2026-01-01 08:15:40,aiken_ptfe_901_plc,new,new95
901,2026-01-01 08:15:50,OP101,JOB1001,1,2,50.52,148.3,340.23,60.28,28.44,19.04,49.51,4.983,0.031,348.77,2026-01-01 08:15:50,aiken_ptfe_901_plc,new,new96
901,2026-01-01 08:16:00,OP101,JOB1001,1,2,49.24,154.6,338.11,59.35,31.06,19.24,48.26,4.991,0.037,351.96,2026-01-01 08:16:00,aiken_ptfe_901_plc,new,new97
901,2026-01-01 08:16:10,OP101,JOB1001,1,2,49.97,146.81,340.37,58.32,30.08,19.44,48.97,5.02,0.025,347.79,2026-01-01 08:16:10,aiken_ptfe_901_plc,new,new98
901,2026-01-01 08:16:20,OP101,JOB1001,1,2,49.59,148.41,340.04,60.93,30.3,19.64,48.6,5.031,0.028,352.82,2026-01-01 08:16:20,aiken_ptfe_901_plc,new,new99
901,2026-01-01 08:16:30,OP101,JOB1001,1,2,50.67,145.34,341.28,62.57,29.01,19.84,49.66,4.973,0.032,352.94,2026-01-01 08:16:30,aiken_ptfe_901_plc,new,new100
901,2026-01-01 08:16:40,OP101,JOB1001,1,2,50.48,152.86,341.12,58.14,30.75,20.04,49.47,5.025,0.03,347.37,2026-01-01 08:16:40,aiken_ptfe_901_plc,new,new101
901,2026-01-01 08:16:50,OP101,JOB1001,1,2,49.43,150.59,340.01,60.01,28.45,20.24,48.44,5.004,0.04,347.51,2026-01-01 08:16:50,aiken_ptfe_901_plc,new,new102
901,2026-01-01 08:17:00,OP101,JOB1001,1,2,49.68,154.12,339.47,58.48,29.47,20.44,48.69,5.043,0.029,350.16,2026-01-01 08:17:00,aiken_ptfe_901_plc,new,new103
901,2026-01-01 08:17:10,OP101,JOB1001,1,2,49.81,147.27,341.87,60.75,30.54,20.64,48.81,4.991,0.026,352.99,2026-01-01 08:17:10,aiken_ptfe_901_plc,new,new104
901,2026-01-01 08:17:20,OP101,JOB1001,1,2,49.3,153.72,338.01,59.99,29.37,20.84,48.31,5.02,0.034,352.3,2026-01-01 08:17:20,aiken_ptfe_901_plc,new,new105
901,2026-01-01 08:17:30,OP101,JOB1001,1,2,49.3,146.54,341.62,59.84,31.53,21.04,48.31,4.958,0.031,349.38,2026-01-01 08:17:30,aiken_ptfe_901_plc,new,new106
901,2026-01-01 08:17:40,OP101,JOB1001,1,2,50.13,151.48,338.51,62.06,29.88,21.24,49.13,4.956,0.037,350.2,2026-01-01 08:17:40,aiken_ptfe_901_plc,new,new107
901,2026-01-01 08:17:50,OP101,JOB1001,1,2,50.14,147.26,340.63,61.86,30.74,21.44,49.14,4.992,0.023,348.05,2026-01-01 08:17:50,aiken_ptfe_901_plc,new,new108
901,2026-01-01 08:18:00,OP101,JOB1001,1,2,50.32,145.68,338.51,60.17,31.3,21.64,49.31,4.977,0.029,348.66,2026-01-01 08:18:00,aiken_ptfe_901_plc,new,new109
901,2026-01-01 08:18:10,OP101,JOB1001,1,2,49.91,147.83,341.64,58.45,29.98,21.84,48.91,5.011,0.028,350.75,2026-01-01 08:18:10,aiken_ptfe_901_plc,new,new110
901,2026-01-01 08:18:20,OP101,JOB1001,1,2,49.67,150.71,338.04,58.88,30.15,22.04,48.68,5.007,0.034,348.8,2026-01-01 08:18:20,aiken_ptfe_901_plc,new,new111
901,2026-01-01 08:18:30,OP101,JOB1001,1,2,50.31,151.99,339.57,60.02,31.77,22.24,49.3,4.975,0.026,347.95,2026-01-01 08:18:30,aiken_ptfe_901_plc,new,new112
901,2026-01-01 08:18:40,OP101,JOB1001,1,2,50.45,154.11,339.59,61.79,30.26,22.44,49.44,5.038,0.034,349.81,2026-01-01 08:18:40,aiken_ptfe_901_plc,new,new113
901,2026-01-01 08:18:50,OP101,JOB1001,1,2,49.54,153.3,338.43,58.55,30.01,22.65,48.55,5.05,0.039,347.3,2026-01-01 08:18:50,aiken_ptfe_901_plc,new,new114
901,2026-01-01 08:19:00,OP101,JOB1001,1,2,50.13,147.13,339.44,60.4,31.07,22.85,49.13,5.008,0.025,348.13,2026-01-01 08:19:00,aiken_ptfe_901_plc,new,new115
901,2026-01-01 08:19:10,OP101,JOB1001,1,2,49.36,154.71,340.15,58.27,31.42,23.05,48.37,5.017,0.024,351.69,2026-01-01 08:19:10,aiken_ptfe_901_plc,new,new116
901,2026-01-01 08:19:20,OP101,JOB1001,1,2,49.89,151.32,340.76,58.56,29.9,23.25,48.89,5.014,0.029,348.24,2026-01-01 08:19:20,aiken_ptfe_901_plc,new,new117
901,2026-01-01 08:19:30,OP101,JOB1001,1,2,50.48,149.06,340.04,61.34,29.37,23.45,49.47,5.042,0.033,348.25,2026-01-01 08:19:30,aiken_ptfe_901_plc,new,new118
901,2026-01-01 08:19:40,OP101,JOB1001,1,2,49.27,149.52,341,62.37,31.65,23.65,48.28,5,0.033,348.27,2026-01-01 08:19:40,aiken_ptfe_901_plc,new,new119
901,2026-01-01 08:19:50,OP101,JOB1001,1,2,50.13,147.78,339.69,61.24,31.32,23.85,49.13,4.986,0.04,350.69,2026-01-01 08:19:50,aiken_ptfe_901_plc,new,new120
901,2026-01-01 08:20:00,OP101,JOB1001,1,2,50.68,150.17,341.61,58.77,30.12,24.05,49.67,4.967,0.034,348.14,2026-01-01 08:20:00,aiken_ptfe_901_plc,new,new121
901,2026-01-01 08:20:10,OP101,JOB1001,1,2,49.32,148.28,341.21,59.52,31.21,24.25,48.33,5.046,0.039,350.67,2026-01-01 08:20:10,aiken_ptfe_901_plc,new,new122
901,2026-01-01 08:20:20,OP101,JOB1001,1,2,49.84,145.25,340.51,57.93,30.85,24.45,48.84,4.988,0.036,349.34,2026-01-01 08:20:20,aiken_ptfe_901_plc,new,new123
901,2026-01-01 08:20:30,OP101,JOB1001,1,2,49.8,146.18,339.71,57.2,30.33,24.65,48.8,4.956,0.028,348.97,2026-01-01 08:20:30,aiken_ptfe_901_plc,new,new124
901,2026-01-01 08:20:40,OP101,JOB1001,1,2,49.79,149.03,338.59,62.15,30.43,24.85,48.79,4.986,0.033,349.26,2026-01-01 08:20:40,aiken_ptfe_901_plc,new,new125
901,2026-01-01 08:20:50,OP101,JOB1001,1,2,50.07,148.95,340.32,57.31,29.72,25.05,49.07,5.033,0.029,347.94,2026-01-01 08:20:50,aiken_ptfe_901_plc,new,new126
901,2026-01-01 08:21:00,OP101,JOB1001,1,2,49.82,150.01,338.95,58.78,29.56,25.25,48.82,4.951,0.029,347.94,2026-01-01 08:21:00,aiken_ptfe_901_plc,new,new127
901,2026-01-01 08:21:10,OP101,JOB1001,1,2,50.73,152.68,340.64,57.24,28.23,25.45,49.72,4.981,0.026,348.25,2026-01-01 08:21:10,aiken_ptfe_901_plc,new,new128
901,2026-01-01 08:21:20,OP101,JOB1001,1,2,49.55,152.02,339.33,59.55,29.54,25.65,48.56,4.966,0.022,352.41,2026-01-01 08:21:20,aiken_ptfe_901_plc,new,new129
901,2026-01-01 08:21:30,OP101,JOB1001,1,2,49.73,153.33,338.52,58.47,28.76,25.85,48.74,5,0.023,351.08,2026-01-01 08:21:30,aiken_ptfe_901_plc,new,new130
901,2026-01-01 08:21:40,OP101,JOB1001,1,2,50.7,146.18,339.46,60.38,31.02,26.05,49.69,4.964,0.032,347.73,2026-01-01 08:21:40,aiken_ptfe_901_plc,new,new131
901,2026-01-01 08:21:50,OP101,JOB1001,1,2,49.95,150.12,338.73,60.35,31.58,26.25,48.95,4.96,0.031,350.75,2026-01-01 08:21:50,aiken_ptfe_901_plc,new,new132
901,2026-01-01 08:22:00,OP101,JOB1001,1,2,49.49,152.24,338.67,61.56,31.3,26.45,48.5,5.011,0.02,350.47,2026-01-01 08:22:00,aiken_ptfe_901_plc,new,new133
901,2026-01-01 08:22:10,OP101,JOB1001,1,2,50.75,149.5,338.54,58.37,29.63,26.65,49.73,4.964,0.03,349.53,2026-01-01 08:22:10,aiken_ptfe_901_plc,new,new134
901,2026-01-01 08:22:20,OP101,JOB1001,1,2,50.5,145.64,340.99,61.59,30.49,26.85,49.49,4.963,0.029,348.35,2026-01-01 08:22:20,aiken_ptfe_901_plc,new,new135
901,2026-01-01 08:22:30,OP101,JOB1001,1,2,49.65,150.37,338.64,60.81,31.82,27.05,48.66,5.023,0.035,350.18,2026-01-01 08:22:30,aiken_ptfe_901_plc,new,new136
