machine_unique_id,t_stamp_raw,opn_raw,job_nbr,ignition_run_number_raw,machine_state_nbr,cat_speed,bonnet_speed,clamp_pressure,exhaust_temp,die_temp,load_cell,mandrel_position,ram_position,ram_speed,vap_1_temp,vap_2_temp,sin_1_temp,sin_2_temp,sin_3_temp,sin_4_temp,sin_5_temp,zumbach_od,zumbach_ovality,barrel_temp,insert_date_raw,run_serial,catspeed_setpoint,zumbach_auto,sin_6_temp,ambient_temp,run_number,original_table_name
601,2026-01-01 08:02:00,OP101,JOB1001,,2,24.65,24.5,153.48,222.26,339.61,57.84,30.37,2.4,25,119.34,119.92,375.4,377.66,375.83,376.8,377.05,5.013,0.039,347.93,2026-01-01 08:02:00,RS001,50,1,374.13,24.48,1,csc_ptfe_601_plc
601,2026-01-01 08:02:10,OP101,JOB1001,,2,27.54,26.54,151.05,217.26,339,58.67,31.11,2.61,27.08,120.28,120.92,375.35,377.05,371.28,375.71,374.44,4.963,0.033,348.97,2026-01-01 08:02:10,RS001,50,1,373.92,25.6,1,csc_ptfe_601_plc
601,2026-01-01 08:02:20,OP101,JOB1001,,2,29.07,28.59,152.2,218.26,341.59,62.07,30.53,2.81,29.17,119.63,121.45,377.25,378.31,374.62,374.61,374.86,4.97,0.022,348.09,2026-01-01 08:02:20,RS001,50,1,377.28,25.18,1,csc_ptfe_601_plc
601,2026-01-01 08:02:30,OP101,JOB1001,,2,31.44,30.62,150.52,218.79,339.15,60.98,29.87,3.01,31.25,119.75,121.79,373.85,375.21,372.14,377.49,376.79,5.046,0.021,352.5,2026-01-01 08:02:30,RS001,50,1,373.66,24.58,1,csc_ptfe_601_plc
601,2026-01-01 08:02:40,OP101,JOB1001,,2,33.29,32.66,148.47,218.09,338.52,59.25,30.65,3.21,33.33,121.22,119.37,376.85,376.4,373.35,379.73,372.56,4.993,0.024,347.55,2026-01-01 08:02:40,RS001,50,1,377,25.38,1,csc_ptfe_601_plc
601,2026-01-01 08:02:50,OP101,JOB1001,,2,35.16,34.71,149.47,222.94,341.09,61.84,29.03,3.41,35.42,121.98,121.17,376.38,377.75,376.06,379.87,373.49,5.011,0.036,351.66,2026-01-01 08:02:50,RS001,50,1,378.11,25.69,1,csc_ptfe_601_plc
601,2026-01-01 08:03:00,OP101,JOB1001,,2,37.64,36.75,154.44,220.18,340.1,60.39,31.77,3.61,37.5,120.72,119.97,375.95,375.23,374.66,378.27,376.22,5.05,0.026,348.33,2026-01-01 08:03:00,RS001,50,1,374.9,24.16,1,csc_ptfe_601_plc
601,2026-01-01 08:03:10,OP101,JOB1001,,2,40.05,38.79,147.72,222.08,339.38,62.07,28.61,3.81,39.58,119.51,122.38,376.05,375.45,374.43,379.36,377.93,5.037,0.032,348.84,2026-01-01 08:03:10,RS001,50,1,374.58,25.82,1,csc_ptfe_601_plc
601,2026-01-01 08:03:20,OP101,JOB1001,,2,42.06,40.84,148.98,222.89,341.41,57.33,31.14,4.01,41.67,118.32,119.69,372.19,376.33,371.33,375.13,374.19,4.977,0.033,348.69,2026-01-01 08:03:20,RS001,50,1,376.94,25.3,1,csc_ptfe_601_plc
601,2026-01-01 08:03:30,OP101,JOB1001,,2,43.42,42.88,151.41,220.59,341.05,60.59,31.28,4.21,43.75,119.72,121.44,374.79,375.6,374.41,376.05,376.58,4.994,0.021,351.11,2026-01-01 08:03:30,RS001,50,1,378.31,24.24,1,csc_ptfe_601_plc
601,2026-01-01 08:03:40,OP101,JOB1001,,2,45.72,44.91,152.03,217.69,338.78,62.15,30.96,4.41,45.83,119.57,121.36,375.2,373.98,372.02,375.04,374.38,4.992,0.021,352.31,2026-01-01 08:03:40,RS001,50,1,373.95,24.3,1,csc_ptfe_601_plc
601,2026-01-01 08:03:50,OP101,JOB1001,,2,47.67,46.96,152.82,222.27,341.84,59.9,31.31,4.61,47.92,119.02,121.1,376.56,377.77,371.5,376.21,375.73,4.99,0.031,349.14,2026-01-01 08:03:50,RS001,50,1,377.27,24.09,1,csc_ptfe_601_plc
601,2026-01-01 08:04:00,OP101,JOB1001,,2,50.18,49,152.31,220.03,340.83,61.37,30.55,4.81,50,121.18,120.32,375.69,375.47,376.99,375.3,372.9,4.966,0.035,349.38,2026-01-01 08:04:00,RS001,50,1,374.44,24.22,1,csc_ptfe_601_plc
601,2026-01-01 08:04:10,OP101,JOB1001,,2,50.7,49.31,149.85,222.85,340.55,61.63,30.33,5.01,50.32,119.64,122.2,375.83,376.78,374.01,375.04,375.43,5.05,0.038,349.43,2026-01-01 08:04:10,RS001,50,1,376.24,25.44,1,csc_ptfe_601_plc
601,2026-01-01 08:04:20,OP101,JOB1001,,2,50.33,48.96,153.71,220.01,341.84,60.56,31.7,5.21,49.96,121.01,121.6,374.07,376.81,372.96,375.21,373.76,4.977,0.024,347.54,2026-01-01 08:04:20,RS001,50,1,378.68,24.28,1,csc_ptfe_601_plc
601,2026-01-01 08:04:30,OP101,JOB1001,,2,50.2,48.93,146.47,220.14,341.72,62.45,29.29,5.41,49.93,120.75,120.04,375.24,376.6,375.29,377.63,372.15,5.002,0.027,349.41,2026-01-01 08:04:30,RS001,50,1,374.99,24.44,1,csc_ptfe_601_plc
601,2026-01-01 08:04:40,OP101,JOB1001,,2,49.19,48.64,151.77,221.56,338.29,62.42,31.18,5.61,49.63,118.32,122.43,375.01,376.15,376.29,379.78,375.2,5.039,0.03,351.68,2026-01-01 08:04:40,RS001,50,1,375.23,25.07,1,csc_ptfe_601_plc
601,2026-01-01 08:04:50,OP101,JOB1001,,2,50.41,49.23,148,222.95,341.4,62.86,28.65,5.81,50.23,120.97,121.55,376.23,376.38,371.97,378.72,377.04,5.032,0.037,348.65,2026-01-01 08:04:50,RS001,50,1,376.98,24.34,1,csc_ptfe_601_plc
601,2026-01-01 08:05:00,OP101,JOB1001,,2,49.84,48.59,145.71,221.52,340.14,61.63,29.48,6.01,49.58,120.06,119.62,376.85,377.06,373.67,379.55,373.08,5.042,0.038,351.18,2026-01-01 08:05:00,RS001,50,1,375.1,24.01,1,csc_ptfe_601_plc
601,2026-01-01 08:05:10,OP101,JOB1001,,2,49.56,48.48,150.27,221.77,341.95,61.99,28.55,6.21,49.47,121.77,119,377.06,376.12,374.66,375.12,374.14,4.983,0.031,347.75,2026-01-01 08:05:10,RS001,50,1,375.62,25.82,1,csc_ptfe_601_plc
601,2026-01-01 08:05:20,OP101,JOB1001,,2,49.87,48.95,152.96,222.29,341.27,60.26,29.18,6.41,49.95,120.47,120.09,372.62,373.93,373.86,375.93,377.34,4.966,0.036,349.06,2026-01-01 08:05:20,RS001,50,1,376.65,24.83,1,csc_ptfe_601_plc
601,2026-01-01 08:05:30,OP101,JOB1001,,2,49.72,48.43,147.32,219.58,338.12,61.56,30.23,6.61,49.42,119.02,122.79,372.23,373.57,374.2,374.12,374.64,4.974,0.023,347.75,2026-01-01 08:05:30,RS001,50,1,378.39,25.46,1,csc_ptfe_601_plc
601,2026-01-01 08:05:40,OP101,JOB1001,,2,49.8,48.72,151.83,221.5,339.04,62.41,28.88,6.81,49.71,118.13,121.28,373.93,377.9,376.53,378.21,377.28,5.035,0.021,347.46,2026-01-01 08:05:40,RS001,50,1,378.18,24.09,1,csc_ptfe_601_plc
601,2026-01-01 08:05:50,OP101,JOB1001,,2,50.39,49.31,151.23,218.39,340.5,59.23,28.04,7.01,50.32,121.6,122.61,377.18,378.25,374.81,376.91,373.55,4.953,0.036,348.02,2026-01-01 08:05:50,RS001,50,1,374.14,24.13,1,csc_ptfe_601_plc
601,2026-01-01 08:06:00,OP101,JOB1001,,2,49.6,49.07,148.11,218.73,341.24,62.43,28.5,7.21,50.07,118.61,120.25,374.88,373.62,375.2,376.47,377.96,5.004,0.025,347.45,2026-01-01 08:06:00,RS001,50,1,378.87,24.08,1,csc_ptfe_601_plc
601,2026-01-01 08:06:10,OP101,JOB1001,,2,49.91,48.64,153.18,219.37,341.42,60.52,29.74,7.41,49.63,120.5,122.15,372.15,376.86,371.07,379.5,372.44,5.031,0.036,351.45,2026-01-01 08:06:10,RS001,50,1,378.82,24.07,1,csc_ptfe_601_plc
601,2026-01-01 08:06:20,OP101,JOB1001,,2,49.69,49.14,146.96,219.71,341.71,60.05,30.72,7.62,50.14,121.48,121.12,372.48,378.83,371.33,375.12,375.43,5.012,0.033,348.15,2026-01-01 08:06:20,RS001,50,1,378.87,24.73,1,csc_ptfe_601_plc
601,2026-01-01 08:06:30,OP101,JOB1001,,2,50.01,49.21,154.47,218.43,338.27,57.56,28.58,7.82,50.21,119.3,121.27,376.36,373.97,375.03,375.82,372.1,5.041,0.036,351.74,2026-01-01 08:06:30,RS001,50,1,377.45,24.19,1,csc_ptfe_601_plc
601,2026-01-01 08:06:40,OP101,JOB1001,,2,49.95,49.21,151.4,218.28,338.4,62.47,30.64,8.02,50.21,118.62,119.19,377.82,376.11,375.88,377.33,375.9,5.025,0.026,352.72,2026-01-01 08:06:40,RS001,50,1,376.55,25.69,1,csc_ptfe_601_plc
601,2026-01-01 08:06:50,OP101,JOB1001,,2,50.37,49.1,154.37,217.48,340.3,62.73,30.08,8.22,50.1,118.65,122.83,375.34,374.67,371.25,377.84,375.8,4.963,0.038,349.21,2026-01-01 08:06:50,RS001,50,1,375.32,25.49,1,csc_ptfe_601_plc
601,2026-01-01 08:07:00,OP101,JOB1001,,2,49.9,48.86,151.18,218.22,340.72,62.77,30.47,8.42,49.86,119.57,121.36,376.53,374.21,372.2,378.96,376.49,4.955,0.028,349.65,2026-01-01 08:07:00,RS001,50,1,378.51,24.36,1,csc_ptfe_601_plc
601,2026-01-01 08:07:10,OP101,JOB1001,,2,51.21,49.71,145.18,218.1,339.13,58.47,31.48,8.62,50.72,120.18,122.83,377.6,375.93,374.1,377.93,375.62,4.978,0.022,347.37,2026-01-01 08:07:10,RS001,50,1,377.5,24.9,1,csc_ptfe_601_plc
601,2026-01-01 08:07:20,OP101,JOB1001,,2,49.98,49.3,145.05,220.04,341.24,58.04,31.19,8.82,50.31,119.12,122.46,372.11,376.65,372.38,374.34,377.56,5.004,0.032,350.39,2026-01-01 08:07:20,RS001,50,1,377.9,24.41,1,csc_ptfe_601_plc
601,2026-01-01 08:07:30,OP101,JOB1001,,2,49.6,48.27,146.62,221.41,340.96,59.19,29.39,9.02,49.25,120.77,121.68,373.62,376.96,372.53,378.03,375,4.95,0.04,350.02,2026-01-01 08:07:30,RS001,50,1,377.27,24.76,1,csc_ptfe_601_plc
601,2026-01-01 08:07:40,OP101,JOB1001,,2,49.39,48.89,145.91,218.44,340.58,62.53,28.37,9.22,49.89,120.78,120.33,373.46,378.99,371.47,377.6,376.14,4.955,0.031,350.61,2026-01-01 08:07:40,RS001,50,1,374.18,25.81,1,csc_ptfe_601_plc
601,2026-01-01 08:07:50,OP101,JOB1001,,2,49.88,49.05,148.68,218.91,339.94,61.52,31.48,9.42,50.05,121.09,122.98,374.07,378.76,371.5,375.62,374.84,5.032,0.021,349.6,2026-01-01 08:07:50,RS001,50,1,373.81,25.14,1,csc_ptfe_601_plc
601,2026-01-01 08:08:00,OP101,JOB1001,,2,50.13,49.27,152.99,217.44,339.24,57.33,29.48,9.62,50.28,121.27,120.17,372.76,377.54,375.87,377.93,377.41,4.951,0.025,352.78,2026-01-01 08:08:00,RS001,50,1,376.72,24.06,1,csc_ptfe_601_plc
601,2026-01-01 08:08:10,OP101,JOB1001,,2,49.39,48.64,149.7,217.15,338.2,57.12,29.41,9.82,49.63,119.1,119.76,373.56,377.14,376.28,375.46,377.55,4.993,0.035,349.61,2026-01-01 08:08:10,RS001,50,1,374.38,24.95,1,csc_ptfe_601_plc
601,2026-01-01 08:08:20,OP101,JOB1001,,2,49.1,48.38,152.97,218.56,339.27,60.43,28.64,10.02,49.37,120.03,122.6,376.49,378.36,375.4,374.07,372.78,4.959,0.03,349.62,2026-01-01 08:08:20,RS001,50,1,378.32,25.1,1,csc_ptfe_601_plc
601,2026-01-01 08:08:30,OP101,JOB1001,,2,50.29,49.64,152.38,221.45,340.42,61.73,28.87,10.22,50.65,118.16,119.06,376.2,377.11,375.61,379.9,377.3,5.007,0.037,347.49,2026-01-01 08:08:30,RS001,50,1,378.28,25.4,1,csc_ptfe_601_plc
601,2026-01-01 08:08:40,OP101,JOB1001,,2,50.01,49.34,148.02,220.4,338.3,62.85,30.6,10.42,50.35,119.21,120.62,375.34,378.96,376.6,375.76,372.22,5.037,0.029,348.56,2026-01-01 08:08:40,RS001,50,1,374.27,24.14,1,csc_ptfe_601_plc
601,2026-01-01 08:08:50,OP101,JOB1001,,2,50.85,49.64,150.5,221.16,340.79,58.3,31.67,10.62,50.65,118.56,120.16,372.2,378.67,375.46,374.1,377.63,5.028,0.028,350.3,2026-01-01 08:08:50,RS001,50,1,374.2,24.7,1,csc_ptfe_601_plc
601,2026-01-01 08:09:00,OP101,JOB1001,,2,50.26,49.47,149.44,217.65,341.48,62.84,29.7,10.82,50.48,118.94,119.6,377.78,373.65,371.46,377.95,372.12,5.012,0.026,348.83,2026-01-01 08:09:00,RS001,50,1,378.15,24.12,1,csc_ptfe_601_plc
601,2026-01-01 08:09:10,OP101,JOB1001,,2,49.61,48.48,145.13,220.9,338.35,61.21,28.24,11.02,49.47,118.15,121.15,373.31,374.57,373.52,375.34,377.89,5.012,0.021,348.45,2026-01-01 08:09:10,RS001,50,1,377.56,25.06,1,csc_ptfe_601_plc
601,2026-01-01 08:09:20,OP101,JOB1001,,2,50.09,49.28,151.04,219.82,341.51,57.2,30.11,11.22,50.29,118.01,119.75,375.43,374.05,371.33,374.7,373.51,4.956,0.021,347.61,2026-01-01 08:09:20,RS001,50,1,378.04,25.49,1,csc_ptfe_601_plc
601,2026-01-01 08:09:30,OP101,JOB1001,,2,49.86,49.23,145.51,217.8,339.29,62.61,30.46,11.42,50.23,120.05,120.02,376.76,377.78,371.81,377.85,372.39,4.97,0.027,347.32,2026-01-01 08:09:30,RS001,50,1,377.34,24.22,1,csc_ptfe_601_plc
601,2026-01-01 08:09:40,OP101,JOB1001,,2,50.16,49.35,148.51,220.9,339.6,62.99,28.27,11.62,50.36,121.22,121.21,373.83,373.58,373.48,375.31,373,5.031,0.027,349.77,2026-01-01 08:09:40,RS001,50,1,375.67,24.6,1,csc_ptfe_601_plc
601,2026-01-01 08:09:50,OP101,JOB1001,,2,49.8,48.92,146.42,221.93,338.36,57.61,31.45,11.82,49.92,120.78,120.74,377.97,377.29,376,375.81,376.42,5.032,0.029,352.97,2026-01-01 08:09:50,RS001,50,1,375.54,24.65,1,csc_ptfe_601_plc
601,2026-01-01 08:10:00,OP101,JOB1001,,2,50.91,49.56,150.42,218.93,339.13,57.56,31.88,12.02,50.57,118.93,120.39,374.6,377.23,371.12,378.07,377.85,4.953,0.038,351.69,2026-01-01 08:10:00,RS001,50,1,373.15,25.85,1,csc_ptfe_601_plc
601,2026-01-01 08:10:10,OP101,JOB1001,,2,49.77,48.84,146.62,218.66,341.07,58.33,31.54,12.22,49.84,120.52,121.09,376.03,377.56,376.01,374.06,377.44,5.042,0.028,348.02,2026-01-01 08:10:10,RS001,50,1,374.87,24.24,1,csc_ptfe_601_plc
601,2026-01-01 08:10:20,OP101,JOB1001,,2,50.1,49.15,150.8,220.42,338.14,62.86,29.87,12.42,50.15,121.72,121.57,377.88,374.04,371.38,377.5,372.06,4.971,0.039,351.26,2026-01-01 08:10:20,RS001,50,1,377.39,25.85,1,csc_ptfe_601_plc
601,2026-01-01 08:10:30,OP101,JOB1001,,2,49.39,48.58,153.35,222.36,339.17,58.17,28.84,12.63,49.57,118.98,122.88,375.28,374.48,376.5,376.97,374.31,4.996,0.028,352.3,2026-01-01 08:10:30,RS001,50,1,375.17,25.91,1,csc_ptfe_601_plc
601,2026-01-01 08:10:40,OP101,JOB1001,,2,50.72,49.61,145.94,217.21,338.06,61.51,28.09,12.83,50.62,121.35,119.01,372.25,373.62,376.33,379.77,374.24,5.05,0.022,348.22,2026-01-01 08:10:40,RS001,50,1,378.81,24.32,1,csc_ptfe_601_plc
601,2026-01-01 08:10:50,OP101,JOB1001,,2,50.44,49.45,148.24,218.19,341.5,61.54,30.82,13.03,50.46,119.67,119,372.53,375.89,371.75,378.5,372.38,4.991,0.021,352.95,2026-01-01 08:10:50,RS001,50,1,378.03,24.51,1,csc_ptfe_601_plc
601,2026-01-01 08:11:00,OP101,JOB1001,,2,50.41,49.59,154.31,219.82,340.23,58,29.68,13.23,50.6,121.44,122.54,372.42,375.3,375.43,375.33,375.96,4.984,0.024,348.27,2026-01-01 08:11:00,RS001,50,1,377.52,25.55,1,csc_ptfe_601_plc
601,2026-01-01 08:11:10,OP101,JOB1001,,2,50.41,48.92,149.36,222.92,340.38,57.41,29.83,13.43,49.92,118.56,122.23,372.4,375.46,375.49,375.68,376.24,4.961,0.023,350.02,2026-01-01 08:11:10,RS001,50,1,376.74,25.95,1,csc_ptfe_601_plc
601,2026-01-01 08:11:20,OP101,JOB1001,,2,50.5,49.21,145.15,219.81,341.57,61.28,28.13,13.63,50.21,118.3,120.06,373.59,378.28,375.38,376.8,376.54,5,0.026,351.31,2026-01-01 08:11:20,RS001,50,1,378.71,25.13,1,csc_ptfe_601_plc
601,2026-01-01 08:11:30,OP101,JOB1001,,2,49.23,48.4,150.22,220.36,341.58,59.34,28.34,13.83,49.39,119.39,120.57,373.52,377.66,373.11,374.21,372.55,5.014,0.035,349.93,2026-01-01 08:11:30,RS001,50,1,378.02,24.82,1,csc_ptfe_601_plc
601,2026-01-01 08:11:40,OP101,JOB1001,,2,50.41,48.97,154.16,220.28,341.87,61.89,30.32,14.03,49.97,119.86,122.66,372.19,378.38,372.37,374.98,372.11,4.955,0.021,352.67,2026-01-01 08:11:40,RS001,50,1,378.39,25.63,1,csc_ptfe_601_plc
601,2026-01-01 08:11:50,OP101,JOB1001,,2,50.51,49.28,145.9,217.53,339.95,61.92,28.29,14.23,50.29,121.14,119.5,375.17,376.13,374.21,374.88,375.15,5.016,0.039,347.98,2026-01-01 08:11:50,RS001,50,1,376.7,24.38,1,csc_ptfe_601_plc
601,2026-01-01 08:12:00,OP101,JOB1001,,2,50.67,49.56,149.2,222.44,340.54,59.64,30.28,14.43,50.57,120.93,122.93,373.75,376.59,374.72,379.56,372.54,4.963,0.033,350.18,2026-01-01 08:12:00,RS001,50,1,376.37,25.46,1,csc_ptfe_601_plc
601,2026-01-01 08:12:10,OP101,JOB1001,,2,49.71,48.35,147.51,222.39,341.93,57.45,31.07,14.63,49.34,119.54,120.58,377.35,374.09,374.9,378.78,374.94,4.974,0.022,352.47,2026-01-01 08:12:10,RS001,50,1,375.49,24.71,1,csc_ptfe_601_plc
601,2026-01-01 08:12:20,OP101,JOB1001,,2,49.69,48.7,154.63,220.84,339.28,61.31,31.04,14.83,49.69,121.25,121.09,373.85,377.2,373.92,377.93,376.16,4.99,0.025,352.78,2026-01-01 08:12:20,RS001,50,1,378.36,25.92,1,csc_ptfe_601_plc
601,2026-01-01 08:12:30,OP101,JOB1001,,2,50.48,49.09,150.74,222.72,339.03,58.44,31.84,15.03,50.09,118.21,119.16,372.11,374.62,375.87,378.86,375.73,4.966,0.034,349.93,2026-01-01 08:12:30,RS001,50,1,375.15,25.77,1,csc_ptfe_601_plc
601,2026-01-01 08:12:40,OP101,JOB1001,,2,49.87,49.24,150.42,218.51,340.33,62.47,31.68,15.23,50.25,118.57,122.5,373.47,378.6,375.41,379.08,374.1,5.001,0.032,350.63,2026-01-01 08:12:40,RS001,50,1,374.62,25.68,1,csc_ptfe_601_plc
601,2026-01-01 08:12:50,OP101,JOB1001,,2,49.45,48.31,153.12,220.87,341.67,58.48,28.8,15.43,49.3,120.5,122.53,373.12,373.41,373.42,377.69,372.66,4.96,0.035,347.3,2026-01-01 08:12:50,RS001,50,1,376.2,25.32,1,csc_ptfe_601_plc
601,2026-01-01 08:13:00,OP101,JOB1001,,2,49.84,48.51,153.67,217.54,340.29,62.43,29.73,15.63,49.5,120.72,122.62,377.74,376.5,371.41,379.59,375.59,5.042,0.021,350.61,2026-01-01 08:13:00,RS001,50,1,377.18,25.24,1,csc_ptfe_601_plc
601,2026-01-01 08:13:10,OP101,JOB1001,,2,51.12,49.71,154.27,220.39,340.61,62.07,31.72,15.83,50.72,121.17,121.47,377.71,373.43,376.45,378.52,374.32,4.99,0.034,350.69,2026-01-01 08:13:10,RS001,50,1,373.93,25.95,1,csc_ptfe_601_plc
601,2026-01-01 08:13:20,OP101,JOB1001,,2,50.85,49.41,145.02,220.37,340.26,60.86,30,16.03,50.42,120.76,122.93,372.24,374.26,373.68,376.47,376.3,4.984,0.036,351.71,2026-01-01 08:13:20,RS001,50,1,376.74,24.42,1,csc_ptfe_601_plc
601,2026-01-01 08:13:30,OP101,JOB1001,,2,49.24,48.42,154.44,219.75,340.1,58.3,30.48,16.23,49.41,119.57,120.39,376.52,374.96,376.77,374.25,372.09,5.031,0.034,351.51,2026-01-01 08:13:30,RS001,50,1,377.35,25.89,1,csc_ptfe_601_plc
601,2026-01-01 08:13:40,OP101,JOB1001,,2,50.01,48.54,148.5,217.24,338.96,62.12,29.53,16.43,49.53,118.25,119.31,376.28,377.01,374,375.39,373.16,4.983,0.029,351.73,2026-01-01 08:13:40,RS001,50,1,378.71,25.44,1,csc_ptfe_601_plc
601,2026-01-01 08:13:50,OP101,JOB1001,,2,50.54,49.45,150.2,217.08,339.59,58.42,30.68,16.63,50.46,118.88,122.86,377.38,375.89,372.32,377.36,377.76,4.978,0.034,350.63,2026-01-01 08:13:50,RS001,50,1,376.67,24.03,1,csc_ptfe_601_plc
601,2026-01-01 08:14:00,OP101,JOB1001,,2,50.5,49.42,151.85,222.11,341.94,60.04,30.86,16.83,50.43,119.51,120.29,372.76,374.5,373.79,379.04,377.61,5.012,0.025,347.6,2026-01-01 08:14:00,RS001,50,1,374.79,24.65,1,csc_ptfe_601_plc
601,2026-01-01 08:14:10,OP101,JOB1001,,2,49.65,48.73,146.32,219.05,340.62,60.45,30.04,17.03,49.72,121.03,119.77,377.47,376.84,372.89,376.36,374.84,5.008,0.031,352.19,2026-01-01 08:14:10,RS001,50,1,373.95,24.64,1,csc_ptfe_601_plc
601,2026-01-01 08:14:20,OP101,JOB1001,,2,49.73,48.78,154.27,221.31,340.41,60.55,31.95,17.23,49.78,118.13,120.5,373.38,373.63,376.77,375.79,376.02,4.958,0.033,347.63,2026-01-01 08:14:20,RS001,50,1,376.11,24.3,1,csc_ptfe_601_plc
601,2026-01-01 08:14:30,OP101,JOB1001,,2,50.42,49.74,145.48,217.77,341.1,60.53,29.68,17.43,50.76,120.5,120.28,377.05,375.32,372.7,378.42,377.92,4.955,0.038,348.24,2026-01-01 08:14:30,RS001,50,1,375.06,25.52,1,csc_ptfe_601_plc
601,2026-01-01 08:14:40,OP101,JOB1001,,2,49.91,48.7,152.75,222.49,340.66,62.5,28.4,17.64,49.69,121.05,120.2,374.72,375.56,374.57,376.01,377.66,4.997,0.036,347.74,2026-01-01 08:14:40,RS001,50,1,373.82,24.27,1,csc_ptfe_601_plc
601,2026-01-01 08:14:50,OP101,JOB1001,,2,49,48.32,153.27,221.25,339.9,58.09,31.55,17.84,49.31,121.35,122.46,373.78,374.45,372.58,376.7,375.43,4.982,0.027,348.44,2026-01-01 08:14:50,RS001,50,1,374.23,25.21,1,csc_ptfe_601_plc
601,2026-01-01 08:15:00,OP101,JOB1001,,2,49.93,49.07,146.19,222.8,338.63,58.24,28.01,18.04,50.07,118.21,119.25,376.82,377.72,371.92,378.3,375.76,4.964,0.032,352.26,2026-01-01 08:15:00,RS001,50,1,376.19,25.98,1,csc_ptfe_601_plc
