machine_unique_id,t_stamp_raw,opn_raw,job_nbr,ignition_run_number_raw,machine_state_nbr,cat_speed,clamp_pressure,die_temp,load_cell,mandrel_position,ram_position,ram_speed,zumbach_od,zumbach_ovality,barrel_temp,insert_date_raw,original_table_name,new_column_added_1
701,2026-01-01 08:01:40,OP101,JOB1001,1,2,20.83,152.96,339.75,58.66,31.62,2,20.41,4.968,0.024,350.36,2026-01-01 08:01:40,bnj_ptfe_701_plc,new11
701,2026-01-01 08:01:50,OP101,JOB1001,1,2,22.92,153.78,338.95,57.05,28.12,2.2,22.46,4.979,0.031,351.64,2026-01-01 08:01:50,bnj_ptfe_701_plc,new12
701,2026-01-01 08:02:00,OP101,JOB1001,1,2,25,149.61,339.61,62.48,29.57,2.4,24.5,4.967,0.031,347.19,2026-01-01 08:02:00,bnj_ptfe_701_plc,new13
701,2026-01-01 08:02:10,OP101,JOB1001,1,2,27.08,152.55,339,57.72,28.81,2.61,26.54,4.995,0.037,348.11,2026-01-01 08:02:10,bnj_ptfe_701_plc,new14
701,2026-01-01 08:02:20,OP101,JOB1001,1,2,29.17,152.92,341.56,60.25,28.69,2.81,28.59,5.016,0.028,347.49,2026-01-01 08:02:20,bnj_ptfe_701_plc,new15
701,2026-01-01 08:02:30,OP101,JOB1001,1,2,31.25,150.72,338.48,58.75,31.31,3.01,30.62,4.967,0.026,351.77,2026-01-01 08:02:30,bnj_ptfe_701_plc,new16
701,2026-01-01 08:02:40,OP101,JOB1001,1,2,33.33,151.89,339.59,59.92,31.9,3.21,32.66,5.038,0.035,349.96,2026-01-01 08:02:40,bnj_ptfe_701_plc,new17
701,2026-01-01 08:02:50,OP101,JOB1001,1,2,35.42,152.95,340.76,62.91,31.7,3.41,34.71,4.993,0.031,348.08,2026-01-01 08:02:50,bnj_ptfe_701_plc,new18
701,2026-01-01 08:03:00,OP101,JOB1001,1,2,37.5,145.26,340.19,59.79,31.51,3.61,36.75,5.009,0.031,352.75,2026-01-01 08:03:00,bnj_ptfe_701_plc,new19
701,2026-01-01 08:03:10,OP101,JOB1001,1,2,39.58,146.06,340.06,57.01,30.53,3.81,38.79,4.971,0.034,350.43,2026-01-01 08:03:10,bnj_ptfe_701_plc,new20
701,2026-01-01 08:03:20,OP101,JOB1001,1,2,41.67,146.25,340.25,60.62,28.3,4.01,40.84,4.957,0.02,348.45,2026-01-01 08:03:20,bnj_ptfe_701_plc,new21
701,2026-01-01 08:03:30,OP101,JOB1001,1,2,43.75,149.52,340.98,62.21,28.22,4.21,42.88,5.006,0.031,348.14,2026-01-01 08:03:30,bnj_ptfe_701_plc,new22
701,2026-01-01 08:03:40,OP101,JOB1001,1,2,45.83,147.89,339.17,57.91,30.67,4.41,44.91,4.956,0.034,347.21,2026-01-01 08:03:40,bnj_ptfe_701_plc,new23
701,2026-01-01 08:03:50,OP101,JOB1001,1,2,47.92,147.91,340.99,61.44,31.09,4.61,46.96,4.995,0.037,352.02,2026-01-01 08:03:50,bnj_ptfe_701_plc,new24
701,2026-01-01 08:04:00,OP101,JOB1001,1,2,50,149.43,338.36,58.97,31.6,4.81,49,4.999,0.04,352.37,2026-01-01 08:04:00,bnj_ptfe_701_plc,new25
701,2026-01-01 08:04:10,OP101,JOB1001,1,2,49.44,148.32,339.2,60.56,29.41,5.01,48.45,4.963,0.039,352.57,2026-01-01 08:04:10,bnj_ptfe_701_plc,new26
701,2026-01-01 08:04:20,OP101,JOB1001,1,2,49.4,150.76,338.84,61.18,29.34,5.21,48.41,5.038,0.029,351.92,2026-01-01 08:04:20,bnj_ptfe_701_plc,new27
701,2026-01-01 08:04:30,OP101,JOB1001,1,2,50.49,154.78,340.58,61.99,31.15,5.41,49.48,4.976,0.025,351.23,2026-01-01 08:04:30,bnj_ptfe_701_plc,new28
701,2026-01-01 08:04:40,OP101,JOB1001,1,2,50.65,150.55,338.84,62.35,30.68,5.61,49.64,5.008,0.024,349.1,2026-01-01 08:04:40,bnj_ptfe_701_plc,new29
701,2026-01-01 08:04:50,OP101,JOB1001,1,2,50.34,146.61,339.86,61.9,30.16,5.81,49.33,5.034,0.022,350.9,2026-01-01 08:04:50,bnj_ptfe_701_plc,new30
701,2026-01-01 08:05:00,OP101,JOB1001,1,2,50.42,145.66,338.46,62.76,29.68,6.01,49.41,4.967,0.033,350.87,2026-01-01 08:05:00,bnj_ptfe_701_plc,new31
701,2026-01-01 08:05:10,OP101,JOB1001,1,2,50.15,147.62,340.2,57.87,30.79,6.21,49.15,5.017,0.029,348.51,2026-01-01 08:05:10,bnj_ptfe_701_plc,new32
701,2026-01-01 08:05:20,OP101,JOB1001,1,2,50.68,152.36,341.47,57.91,28.49,6.41,49.67,4.977,0.028,352.78,2026-01-01 08:05:20,bnj_ptfe_701_plc,new33
701,2026-01-01 08:05:30,OP101,JOB1001,1,2,49.99,150.88,340.55,59.01,28.36,6.61,48.99,4.96,0.024,347.22,2026-01-01 08:05:30,bnj_ptfe_701_plc,new34
701,2026-01-01 08:05:40,OP101,JOB1001,1,2,49.42,149.15,341.49,59.11,31.69,6.81,48.43,4.974,0.025,352.04,2026-01-01 08:05:40,bnj_ptfe_701_plc,new35
701,2026-01-01 08:05:50,OP101,JOB1001,1,2,50.03,148.34,338.28,60.94,29.48,7.01,49.03,5.003,0.032,351.28,2026-01-01 08:05:50,bnj_ptfe_701_plc,new36
701,2026-01-01 08:06:00,OP101,JOB1001,1,2,49.93,151.61,340.05,57.57,30.64,7.21,48.93,5.024,0.034,352.44,2026-01-01 08:06:00,bnj_ptfe_701_plc,new37
701,2026-01-01 08:06:10,OP101,JOB1001,1,2,50.03,149.44,338.02,60.58,31.87,7.41,49.03,4.99,0.027,350.41,2026-01-01 08:06:10,bnj_ptfe_701_plc,new38
701,2026-01-01 08:06:20,OP101,JOB1001,1,2,50.45,151.56,338.06,59.76,31.01,7.62,49.44,4.966,0.023,349.63,2026-01-01 08:06:20,bnj_ptfe_701_plc,new39
701,2026-01-01 08:06:30,OP101,JOB1001,1,2,49.57,152.6,340.81,60.67,31.22,7.82,48.58,5.019,0.034,350.05,2026-01-01 08:06:30,bnj_ptfe_701_plc,new40
701,2026-01-01 08:06:40,OP101,JOB1001,1,2,49.94,148.47,339.95,62.77,31.92,8.02,48.94,5.022,0.039,349.12,2026-01-01 08:06:40,bnj_ptfe_701_plc,new41
701,2026-01-01 08:06:50,OP101,JOB1001,1,2,49.62,152.88,340.25,59.54,30.13,8.22,48.63,4.994,0.031,347.52,2026-01-01 08:06:50,bnj_ptfe_701_plc,new42
701,2026-01-01 08:07:00,OP101,JOB1001,1,2,49.52,148.75,339.63,62.08,30.13,8.42,48.53,4.955,0.034,347.37,2026-01-01 08:07:00,bnj_ptfe_701_plc,new43
701,2026-01-01 08:07:10,OP101,JOB1001,1,2,50.16,152.12,338.08,57.27,28.24,8.62,49.16,5,0.026,347.59,2026-01-01 08:07:10,bnj_ptfe_701_plc,new44
701,2026-01-01 08:07:20,OP101,JOB1001,1,2,50.4,147.46,340.99,59.04,28.1,8.82,49.39,5.001,0.027,350.05,2026-01-01 08:07:20,bnj_ptfe_701_plc,new45
701,2026-01-01 08:07:30,OP101,JOB1001,1,2,50.38,148.13,338.69,59.81,29.86,9.02,49.37,4.958,0.028,352.35,2026-01-01 08:07:30,bnj_ptfe_701_plc,new46
701,2026-01-01 08:07:40,OP101,JOB1001,1,2,50.55,151.43,340.92,60.69,28.95,9.22,49.54,4.986,0.022,351.72,2026-01-01 08:07:40,bnj_ptfe_701_plc,new47
701,2026-01-01 08:07:50,OP101,JOB1001,1,2,50.62,152.95,338.85,57.07,29.73,9.42,49.61,5.028,0.027,352.73,2026-01-01 08:07:50,bnj_ptfe_701_plc,new48
701,2026-01-01 08:08:00,OP101,JOB1001,1,2,49.25,153.06,340.53,58.78,30.74,9.62,48.27,4.962,0.038,348.6,2026-01-01 08:08:00,bnj_ptfe_701_plc,new49
701,2026-01-01 08:08:10,OP101,JOB1001,1,2,49.52,145.01,340.94,59.73,31.46,9.82,48.53,4.953,0.033,347.1,2026-01-01 08:08:10,bnj_ptfe_701_plc,new50
701,2026-01-01 08:08:20,OP101,JOB1001,1,2,49.77,149.89,340.55,61.46,29.24,10.02,48.77,5.022,0.021,351.67,2026-01-01 08:08:20,bnj_ptfe_701_plc,new51
701,2026-01-01 08:08:30,OP101,JOB1001,1,2,49.76,146.04,341.8,61.81,31.16,10.22,48.76,5.005,0.039,347.19,2026-01-01 08:08:30,bnj_ptfe_701_plc,new52
701,2026-01-01 08:08:40,OP101,JOB1001,1,2,49.59,152.53,340.38,62.84,29.01,10.42,48.6,5.034,0.028,347.72,2026-01-01 08:08:40,bnj_ptfe_701_plc,new53
701,2026-01-01 08:08:50,OP101,JOB1001,1,2,50.4,148.71,341.91,62.09,28.09,10.62,49.39,5,0.026,352.07,2026-01-01 08:08:50,bnj_ptfe_701_plc,new54
701,2026-01-01 08:09:00,OP101,JOB1001,1,2,49.4,153.91,339.73,61.19,31.8,10.82,48.41,4.991,0.035,347.86,2026-01-01 08:09:00,bnj_ptfe_701_plc,new55
701,2026-01-01 08:09:10,OP101,JOB1001,1,2,49.3,145.35,341.62,57.1,31.86,11.02,48.31,4.975,0.029,349.99,2026-01-01 08:09:10,bnj_ptfe_701_plc,new56
701,2026-01-01 08:09:20,OP101,JOB1001,1,2,50.05,150.37,340.09,57.24,30.29,11.22,49.05,4.983,0.039,349.32,2026-01-01 08:09:20,bnj_ptfe_701_plc,new57
701,2026-01-01 08:09:30,OP101,JOB1001,1,2,50.4,152.27,341.82,61.29,28.08,11.42,49.39,5.025,0.023,347.54,2026-01-01 08:09:30,bnj_ptfe_701_plc,new58
701,2026-01-01 08:09:40,OP101,JOB1001,1,2,50.73,151.55,341.68,62.33,30.8,11.62,49.72,4.964,0.037,348.19,2026-01-01 08:09:40,bnj_ptfe_701_plc,new59
701,2026-01-01 08:09:50,OP101,JOB1001,1,2,49.61,154.99,340.07,58.7,31.01,11.82,48.62,5.044,0.03,351.42,2026-01-01 08:09:50,bnj_ptfe_701_plc,new60
701,2026-01-01 08:10:00,OP101,JOB1001,1,2,50.34,153.28,340.88,62.93,31.43,12.02,49.33,5.014,0.038,347.7,2026-01-01 08:10:00,bnj_ptfe_701_plc,new61
701,2026-01-01 08:10:10,OP101,JOB1001,1,2,50.43,145.89,341.78,61.57,29.75,12.22,49.42,4.974,0.038,348.13,2026-01-01 08:10:10,bnj_ptfe_701_plc,new62
701,2026-01-01 08:10:20,OP101,JOB1001,1,2,49.74,146.07,340.9,57.7,28.76,12.42,48.75,5.037,0.028,349.43,2026-01-01 08:10:20,bnj_ptfe_701_plc,new63
701,2026-01-01 08:10:30,OP101,JOB1001,1,2,49.6,151.2,338.81,61.9,31.06,12.63,48.61,4.995,0.036,348.42,2026-01-01 08:10:30,bnj_ptfe_701_plc,new64
701,2026-01-01 08:10:40,OP101,JOB1001,1,2,50.76,152.25,341.78,57.59,30.65,12.83,49.74,4.986,0.036,349.29,2026-01-01 08:10:40,bnj_ptfe_701_plc,new65
701,2026-01-01 08:10:50,OP101,JOB1001,1,2,49.21,149.88,339.57,57.96,31.39,13.03,48.23,5.001,0.035,350.65,2026-01-01 08:10:50,bnj_ptfe_701_plc,new66
701,2026-01-01 08:11:00,OP101,JOB1001,1,2,49.58,146.65,340.48,62.03,29.47,13.23,48.59,4.971,0.02,350.68,2026-01-01 08:11:00,bnj_ptfe_701_plc,new67
701,2026-01-01 08:11:10,OP101,JOB1001,1,2,50.09,152.32,339.16,57.31,28.01,13.43,49.09,5.025,0.025,351.05,2026-01-01 08:11:10,bnj_ptfe_701_plc,new68
701,2026-01-01 08:11:20,OP101,JOB1001,1,2,50.13,149.14,341.96,60.15,30.62,13.63,49.13,5.014,0.027,347.96,2026-01-01 08:11:20,bnj_ptfe_701_plc,new69
701,2026-01-01 08:11:30,OP101,JOB1001,1,2,49.86,152.66,338.78,60.81,28.89,13.83,48.86,5.036,0.038,348.85,2026-01-01 08:11:30,bnj_ptfe_701_plc,new70
701,2026-01-01 08:11:40,OP101,JOB1001,1,2,49.23,146.2,341.24,59.82,28.06,14.03,48.25,5.008,0.024,348.33,2026-01-01 08:11:40,bnj_ptfe_701_plc,new71
701,2026-01-01 08:11:50,OP101,JOB1001,1,2,49.55,145.53,338.08,61.39,28.42,14.23,48.56,4.994,0.035,351.27,2026-01-01 08:11:50,bnj_ptfe_701_plc,new72
701,2026-01-01 08:12:00,OP101,JOB1001,1,2,49.59,152.7,340.69,58.73,30.08,14.43,48.6,5.029,0.036,350.89,2026-01-01 08:12:00,bnj_ptfe_701_plc,new73
701,2026-01-01 08:12:10,OP101,JOB1001,1,2,50.57,148.41,341.22,60.81,28.94,14.63,49.56,4.973,0.022,350.54,2026-01-01 08:12:10,bnj_ptfe_701_plc,new74
701,2026-01-01 08:12:20,OP101,JOB1001,1,2,50.32,151.8,339.05,57.45,29.83,14.83,49.31,4.971,0.021,352.46,2026-01-01 08:12:20,bnj_ptfe_701_plc,new75
701,2026-01-01 08:12:30,OP101,JOB1001,1,2,49.61,147.83,338.84,59.9,28.62,15.03,48.62,4.952,0.027,347.62,2026-01-01 08:12:30,bnj_ptfe_701_plc,new76
701,2026-01-01 08:12:40,OP101,JOB1001,1,2,49.25,151.01,340.79,59.39,30.3,15.23,48.27,5.026,0.035,347.55,2026-01-01 08:12:40,bnj_ptfe_701_plc,new77
701,2026-01-01 08:12:50,OP101,JOB1001,1,2,49.24,149.98,340.68,61.31,29.9,15.43,48.26,5.035,0.039,349.6,2026-01-01 08:12:50,bnj_ptfe_701_plc,new78
701,2026-01-01 08:13:00,OP101,JOB1001,1,2,49.27,148.88,341.33,58.1,29.79,15.63,48.28,5.048,0.038,348.31,2026-01-01 08:13:00,bnj_ptfe_701_plc,new79
701,2026-01-01 08:13:10,OP101,JOB1001,1,2,49.8,145.07,341.82,61.71,29.96,15.83,48.8,5.007,0.031,350.14,2026-01-01 08:13:10,bnj_ptfe_701_plc,new80
701,2026-01-01 08:13:20,OP101,JOB1001,1,2,50.56,152.53,338.67,62.57,28.1,16.03,49.55,4.958,0.036,348.05,2026-01-01 08:13:20,bnj_ptfe_701_plc,new81
701,2026-01-01 08:13:30,OP101,JOB1001,1,2,49.9,149.16,341.09,58.01,28.96,16.23,48.9,5.027,0.021,351.15,2026-01-01 08:13:30,bnj_ptfe_701_plc,new82
701,2026-01-01 08:13:40,OP101,JOB1001,1,2,50.77,145.91,339.76,57.17,29.4,16.43,49.75,5.007,0.023,349.58,2026-01-01 08:13:40,bnj_ptfe_701_plc,new83
701,2026-01-01 08:13:50,OP101,JOB1001,1,2,50.45,145.44,341.33,62.98,30.38,16.63,49.44,5.05,0.031,348.38,2026-01-01 08:13:50,bnj_ptfe_701_plc,new84
701,2026-01-01 08:14:00,OP101,JOB1001,1,2,50.2,147.35,338.74,60.4,29.32,16.83,49.2,5.044,0.036,348.07,2026-01-01 08:14:00,bnj_ptfe_701_plc,new85
701,2026-01-01 08:14:10,OP101,JOB1001,1,2,50.47,154.7,338.17,62.34,28.51,17.03,49.46,5.048,0.032,348.65,2026-01-01 08:14:10,bnj_ptfe_701_plc,new86
701,2026-01-01 08:14:20,OP101,JOB1001,1,2,49.43,146.18,339.39,57.91,29.99,17.23,48.44,4.965,0.027,352.02,2026-01-01 08:14:20,bnj_ptfe_701_plc,new87
701,2026-01-01 08:14:30,OP101,JOB1001,1,2,49.49,151.68,340.33,59.92,29.27,17.43,48.5,4.955,0.034,350.88,2026-01-01 08:14:30,bnj_ptfe_701_plc,new88
701,2026-01-01 08:14:40,OP101,JOB1001,1,2,49.71,148.82,340.17,62.77,28.79,17.64,48.72,4.972,0.022,352.88,2026-01-01 08:14:40,bnj_ptfe_701_plc,new89
701,2026-01-01 08:14:50,OP101,JOB1001,1,2,49.89,150.36,338.27,58.35,28.54,17.84,48.89,4.995,0.027,352.66,2026-01-01 08:14:50,bnj_ptfe_701_plc,new90
701,2026-01-01 08:15:00,OP101,JOB1001,1,2,49.76,148.37,341.72,58.27,30.58,18.04,48.76,5.025,0.039,347.4,2026-01-01 08:15:00,bnj_ptfe_701_plc,new91
701,2026-01-01 08:15:10,OP101,JOB1001,1,2,49.38,145.55,338.54,59.48,29.97,18.24,48.39,4.96,0.032,350.7,2026-01-01 08:15:10,bnj_ptfe_701_plc,new92
701,2026-01-01 08:15:20,OP101,JOB1001,1,2,50.37,149.07,338.34,59.11,31.97,18.44,49.36,5.031,0.03,348.8,2026-01-01 08:15:20,bnj_ptfe_701_plc,new93
701,2026-01-01 08:15:30,OP101,JOB1001,1,2,49.81,147.19,338.93,58.92,31.19,18.64,48.81,4.982,0.022,350.39,2026-01-01 08:15:30,bnj_ptfe_701_plc,new94
701,2026-01-01 08:15:40,OP101,JOB1001,1,2,50.45,146.37,340.43,60.14,28.46,18.84,49.44,5.004,0.034,347.81,2026-01-01 08:15:40,bnj_ptfe_701_plc,new95
701,2026-01-01 08:15:50,OP101,JOB1001,1,2,50.76,148.3,338.22,57.03,31.67,19.04,49.74,4.994,0.031,348.33,2026-01-01 08:15:50,bnj_ptfe_701_plc,new96
701,2026-01-01 08:16:00,OP101,JOB1001,1,2,49.24,148.81,340.27,62.2,31.26,19.24,48.26,5.026,0.034,348.7,2026-01-01 08:16:00,bnj_ptfe_701_plc,new97
701,2026-01-01 08:16:10,OP101,JOB1001,1,2,49.53,153.77,339.65,60.02,30.06,19.44,48.54,4.969,0.022,352.45,2026-01-01 08:16:10,bnj_ptfe_701_plc,new98
701,2026-01-01 08:16:20,OP101,JOB1001,1,2,50.06,145.16,339.44,58.75,31.8,19.64,49.06,5.037,0.02,348.07,2026-01-01 08:16:20,bnj_ptfe_701_plc,new99
701,2026-01-01 08:16:30,OP101,JOB1001,1,2,49.23,146.5,339.55,59.81,29.84,19.84,48.25,5,0.03,348.11,2026-01-01 08:16:30,bnj_ptfe_701_plc,new100
701,2026-01-01 08:16:40,OP101,JOB1001,1,2,49.29,146.02,340.52,59.08,31.3,20.04,48.3,4.967,0.039,349.21,2026-01-01 08:16:40,bnj_ptfe_701_plc,new101
701,2026-01-01 08:16:50,OP101,JOB1001,1,2,50.48,154.82,339.05,60.2,29.5,20.24,49.47,5.022,0.033,352.92,2026-01-01 08:16:50,bnj_ptfe_701_plc,new102
701,2026-01-01 08:17:00,OP101,JOB1001,1,2,49.54,148.65,339.97,62.06,29.7,20.44,48.55,5.018,0.03,351.89,2026-01-01 08:17:00,bnj_ptfe_701_plc,new103
701,2026-01-01 08:17:10,OP101,JOB1001,1,2,50.75,148.13,338.71,59.13,29.82,20.64,49.73,4.998,0.03,348.06,2026-01-01 08:17:10,bnj_ptfe_701_plc,new104
701,2026-01-01 08:17:20,OP101,JOB1001,1,2,50.38,147.16,340.14,60.93,28.22,20.84,49.37,5.046,0.035,349.57,2026-01-01 08:17:20,bnj_ptfe_701_plc,new105
701,2026-01-01 08:17:30,OP101,JOB1001,1,2,49.31,150.97,340.64,58.4,30.81,21.04,48.32,4.957,0.027,351.73,2026-01-01 08:17:30,bnj_ptfe_701_plc,new106
701,2026-01-01 08:17:40,OP101,JOB1001,1,2,50.02,146.08,341.89,62.88,30.13,21.24,49.02,5.037,0.021,351.68,2026-01-01 08:17:40,bnj_ptfe_701_plc,new107
701,2026-01-01 08:17:50,OP101,JOB1001,1,2,49.99,151.84,338.77,57.04,28.4,21.44,48.99,5.027,0.021,351.41,2026-01-01 08:17:50,bnj_ptfe_701_plc,new108
701,2026-01-01 08:18:00,OP101,JOB1001,1,2,50.22,146.04,339.06,61.96,28.23,21.64,49.22,4.951,0.022,347.63,2026-01-01 08:18:00,bnj_ptfe_701_plc,new109
701,2026-01-01 08:18:10,OP101,JOB1001,1,2,49.73,152.17,339.61,62.85,29.42,21.84,48.74,5.049,0.032,351.81,2026-01-01 08:18:10,bnj_ptfe_701_plc,new110
701,2026-01-01 08:18:20,OP101,JOB1001,1,2,50.26,154.71,341.74,59.99,30.21,22.04,49.25,5.002,0.034,351.97,2026-01-01 08:18:20,bnj_ptfe_701_plc,new111
701,2026-01-01 08:18:30,OP101,JOB1001,1,2,49.94,148.87,340.17,58.7,30.29,22.24,48.94,4.985,0.027,352.22,2026-01-01 08:18:30,bnj_ptfe_701_plc,new112
701,2026-01-01 08:18:40,OP101,JOB1001,1,2,50.31,145.17,341.6,58.55,28.32,22.44,49.3,5.035,0.035,348.93,2026-01-01 08:18:40,bnj_ptfe_701_plc,new113
701,2026-01-01 08:18:50,OP101,JOB1001,1,2,49.23,148.43,339.76,57.69,31.1,22.65,48.25,5.005,0.033,352.32,2026-01-01 08:18:50,bnj_ptfe_701_plc,new114
701,2026-01-01 08:19:00,OP101,JOB1001,1,2,49.28,147.47,339.51,61.76,30.09,22.85,48.29,5.021,0.031,349.57,2026-01-01 08:19:00,bnj_ptfe_701_plc,new115
701,2026-01-01 08:19:10,OP101,JOB1001,1,2,49.58,151.27,338.59,58.79,31.34,23.05,48.59,4.976,0.04,349.59,2026-01-01 08:19:10,bnj_ptfe_701_plc,new116
701,2026-01-01 08:19:20,OP101,JOB1001,1,2,49.5,152.86,339.62,59.67,30.67,23.25,48.51,4.968,0.035,348.7,2026-01-01 08:19:20,bnj_ptfe_701_plc,new117
701,2026-01-01 08:19:30,OP101,JOB1001,1,2,50.03,151.64,341.31,62.12,29.99,23.45,49.03,4.951,0.037,347.47,2026-01-01 08:19:30,bnj_ptfe_701_plc,new118
701,2026-01-01 08:19:40,OP101,JOB1001,1,2,49.51,146.17,340.47,61.57,30.28,23.65,48.52,5.044,0.023,348.88,2026-01-01 08:19:40,bnj_ptfe_701_plc,new119
701,2026-01-01 08:19:50,OP101,JOB1001,1,2,49.76,146.17,341.4,58.13,30.72,23.85,48.76,5.017,0.023,351.11,2026-01-01 08:19:50,bnj_ptfe_701_plc,new120
701,2026-01-01 08:20:00,OP101,JOB1001,1,2,49.55,148.76,339.95,59.21,28.56,24.05,48.56,5.041,0.031,348.97,2026-01-01 08:20:00,bnj_ptfe_701_plc,new121
701,2026-01-01 08:20:10,OP101,JOB1001,1,2,50.77,151.76,341.37,60.76,28.43,24.25,49.75,5.01,0.035,349.37,2026-01-01 08:20:10,bnj_ptfe_701_plc,new122
701,2026-01-01 08:20:20,OP101,JOB1001,1,2,50.28,148.43,339.35,57.15,29.7,24.45,49.27,4.986,0.028,349.48,2026-01-01 08:20:20,bnj_ptfe_701_plc,new123
701,2026-01-01 08:20:30,OP101,JOB1001,1,2,50.53,147.99,340.19,61.97,28.58,24.65,49.52,5.042,0.021,350.03,2026-01-01 08:20:30,bnj_ptfe_701_plc,new124
701,2026-01-01 08:20:40,OP101,JOB1001,1,2,50.04,152.52,341.8,57,28.16,24.85,49.04,5.044,0.023,348.37,2026-01-01 08:20:40,bnj_ptfe_701_plc,new125
701,2026-01-01 08:20:50,OP101,JOB1001,1,2,50.6,148.57,340.57,60.81,31.06,25.05,49.59,5.012,0.031,351.48,2026-01-01 08:20:50,bnj_ptfe_701_plc,new126
701,2026-01-01 08:21:00,OP101,JOB1001,1,2,50.2,153.89,338.16,58.45,29.97,25.25,49.2,5.043,0.037,350.6,2026-01-01 08:21:00,bnj_ptfe_701_plc,new127
701,2026-01-01 08:21:10,OP101,JOB1001,1,2,50.7,154.43,341.54,62.62,31.53,25.45,49.69,5.002,0.038,350.04,2026-01-01 08:21:10,bnj_ptfe_701_plc,new128
701,2026-01-01 08:21:20,OP101,JOB1001,1,2,50.8,152.16,340.54,57.58,28.79,25.65,49.78,4.984,0.04,350.32,2026-01-01 08:21:20,bnj_ptfe_701_plc,new129
701,2026-01-01 08:21:30,OP101,JOB1001,1,2,50.68,148.38,340.83,57.96,28.35,25.85,49.67,4.956,0.024,351.13,2026-01-01 08:21:30,bnj_ptfe_701_plc,new130
701,2026-01-01 08:21:40,OP101,JOB1001,1,2,49.79,146.01,339.22,59.17,30.13,26.05,48.79,4.996,0.032,347.35,2026-01-01 08:21:40,bnj_ptfe_701_plc,new131
701,2026-01-01 08:21:50,OP101,JOB1001,1,2,50.72,152.95,338.33,59.36,28.44,26.25,49.71,5,0.036,352.19,2026-01-01 08:21:50,bnj_ptfe_701_plc,new132
701,2026-01-01 08:22:00,OP101,JOB1001,1,2,49.74,149,339.41,59.66,31.74,26.45,48.75,5.005,0.02,350.52,2026-01-01 08:22:00,bnj_ptfe_701_plc,new133
701,2026-01-01 08:22:10,OP101,JOB1001,1,2,50.66,153.66,340.05,61.62,31.87,26.65,49.65,4.978,0.037,347.12,2026-01-01 08:22:10,bnj_ptfe_701_plc,new134
701,2026-01-01 08:22:20,OP101,JOB1001,1,2,49.4,149.53,338.73,61.93,29.74,26.85,48.41,4.963,0.033,347.37,2026-01-01 08:22:20,bnj_ptfe_701_plc,new135
701,2026-01-01 08:22:30,OP101,JOB1001,1,2,49.24,148.27,340.78,61.32,30.61,27.05,48.26,5.014,0.032,350.16,2026-01-01 08:22:30,bnj_ptfe_701_plc,new136
701,2026-01-01 08:22:40,OP101,JOB1001,1,2,49.72,153.96,340.64,59.88,31.92,27.25,48.73,4.97,0.026,349.1,2026-01-01 08:22:40,bnj_ptfe_701_plc,new137
701,2026-01-01 08:22:50,OP101,JOB1001,1,2,50.02,151.15,341.35,58.25,30.51,27.45,49.02,5.034,0.032,350.99,2026-01-01 08:22:50,bnj_ptfe_701_plc,new138
