machine_unique_id,t_stamp_raw,opn_raw,job_nbr,ignition_run_number_raw,machine_state_nbr,cat_speed,bonnet_speed,clamp_pressure,exhaust_temp,die_temp,load_cell,mandrel_position,ram_position,ram_speed,vap_1_temp,vap_2_temp,sin_1_temp,sin_2_temp,sin_3_temp,sin_4_temp,sin_5_temp,zumbach_od,zumbach_ovality,barrel_temp,insert_date_raw,run_serial,catspeed_setpoint,zumbach_auto,sin_6_temp,sin_7_temp,zumbach_type,zumbach_id,zumbach_wall,zumbach_concentricity,vap_3_temp,vap_4_temp,vap_5_temp,ambient_temp,run_number,original_table_name
701,2026-01-01 08:01:40,OP101,JOB3001,,2,20.83,20.21,148.4,221.77,338.22,58.72,28.43,2,20.41,119.21,120.23,373.31,376.15,371.41,379.78,373.47,5.041,0.026,352.27,2026-01-01 08:01:40,RS001,50,1,375.9,378.14,TYPE_A,1226,0.544,0.976,121.84,121.76,125.35,25.77,1,ire_ptfe_701_plc
701,2026-01-01 08:01:50,OP101,JOB3001,,2,22.92,22.23,154.77,220.52,339.15,61.85,31.88,2.2,22.46,120.76,122.12,373.15,375.05,375.73,374.85,377.62,4.966,0.031,349.25,2026-01-01 08:01:50,RS001,50,1,373.84,374.3,TYPE_B,1486,0.442,0.908,120.1,122.73,124.08,24.87,1,ire_ptfe_701_plc
701,2026-01-01 08:02:00,OP101,JOB3001,,2,25,24.25,152.65,222.48,341.88,61.39,29.08,2.4,24.5,118.64,121.65,377.75,378.51,373.31,378.24,376.94,5.018,0.033,350.76,2026-01-01 08:02:00,RS001,50,1,377.16,379.13,TYPE_A,1712,0.421,0.929,121.62,123.69,125.09,24.83,1,ire_ptfe_701_plc
701,2026-01-01 08:02:10,OP101,JOB3001,,2,27.08,26.27,154.85,218.93,340.35,60.36,28.95,2.61,26.54,118.82,122.98,377.7,376.42,373.31,375.07,372.35,5.042,0.036,352.76,2026-01-01 08:02:10,RS001,50,1,378.75,377.08,TYPE_B,1377,0.553,0.929,122.14,121.88,122.74,25.95,1,ire_ptfe_701_plc
701,2026-01-01 08:02:20,OP101,JOB3001,,2,29.17,28.29,146.83,218.62,338.08,61,32,2.81,28.59,120.46,121.08,377.85,375.52,372.77,379.1,373.24,4.952,0.021,352.28,2026-01-01 08:02:20,RS001,50,1,378.08,377.23,TYPE_A,1902,0.505,0.968,123.93,122.6,124.09,25.83,1,ire_ptfe_701_plc
701,2026-01-01 08:02:30,OP101,JOB3001,,2,31.25,30.31,151.64,220.82,339.52,62.27,30.61,3.01,30.62,121.97,121.75,377.62,378.98,375.37,374.98,375.02,5.022,0.028,348.33,2026-01-01 08:02:30,RS001,50,1,378.11,379.86,TYPE_A,1084,0.547,0.934,120.82,124.51,125.93,24.71,1,ire_ptfe_701_plc
701,2026-01-01 08:02:40,OP101,JOB3001,,2,33.33,32.33,147.37,221.79,339.43,58.91,31.97,3.21,32.66,120.46,122.64,375.24,373.35,374.82,376.21,376.58,4.965,0.039,351.76,2026-01-01 08:02:40,RS001,50,1,376.52,379.27,TYPE_B,1829,0.433,0.91,121.86,121.03,124.3,25.83,1,ire_ptfe_701_plc
701,2026-01-01 08:02:50,OP101,JOB3001,,2,35.42,34.36,147.65,222.52,341.3,57.86,29.51,3.41,34.71,120.31,119.62,376.52,374.25,371.88,377.48,376.11,5.012,0.036,348.89,2026-01-01 08:02:50,RS001,50,1,377.36,379.7,TYPE_A,1228,0.415,0.949,122.49,122.14,124.47,25.18,1,ire_ptfe_701_plc
701,2026-01-01 08:03:00,OP101,JOB3001,,2,37.5,36.38,151.76,217.68,338.59,62.65,30.52,3.61,36.75,118.29,119.59,377.05,375.93,374.99,379.66,376.52,4.968,0.021,352.08,2026-01-01 08:03:00,RS001,50,1,377.66,377.84,TYPE_B,1096,0.429,0.946,120.35,123.21,122.13,24.12,1,ire_ptfe_701_plc
701,2026-01-01 08:03:10,OP101,JOB3001,,2,39.58,38.39,152.65,219.75,340.17,62.52,29.44,3.81,38.79,121.6,121.54,377.95,377.63,375.74,375.62,373.58,5.013,0.039,347.35,2026-01-01 08:03:10,RS001,50,1,374.54,377.47,TYPE_A,1237,0.463,0.946,121.84,124.34,125.03,25.43,1,ire_ptfe_701_plc
701,2026-01-01 08:03:20,OP101,JOB3001,,2,41.67,40.42,150.09,219.13,341.42,57.72,28.6,4.01,40.84,118.43,119.88,377.22,375.57,375.92,378.3,377.16,4.963,0.04,348.22,2026-01-01 08:03:20,RS001,50,1,373.51,376.67,TYPE_B,1687,0.596,0.953,121.77,121.32,124.4,24.41,1,ire_ptfe_701_plc
701,2026-01-01 08:03:30,OP101,JOB3001,,2,43.75,42.44,149.84,222.12,340.64,62.32,29.64,4.21,42.88,119.36,122.82,373.1,374.32,376.38,376.8,372.84,5.003,0.037,352.2,2026-01-01 08:03:30,RS001,50,1,375.86,375.37,TYPE_A,1192,0.45,0.912,120.88,124.12,124.02,25.07,1,ire_ptfe_701_plc
701,2026-01-01 08:03:40,OP101,JOB3001,,2,45.83,44.46,145.38,221.13,340.93,57.78,28.54,4.41,44.91,121.28,122.31,377.59,375.09,374.81,377.03,372.96,5.027,0.024,352.02,2026-01-01 08:03:40,RS001,50,1,375.7,379,TYPE_A,1706,0.538,1,123.1,122.71,123.16,25.73,1,ire_ptfe_701_plc
701,2026-01-01 08:03:50,OP101,JOB3001,,2,47.92,46.48,149.22,220.6,339.83,61.92,29.85,4.61,46.96,119.92,119.09,373.14,378.8,371.64,378.83,372.81,5.037,0.024,348.5,2026-01-01 08:03:50,RS001,50,1,375.22,378.35,TYPE_B,1555,0.512,0.99,122.6,122.67,122.29,25.52,1,ire_ptfe_701_plc
701,2026-01-01 08:04:00,OP101,JOB3001,,2,50,48.5,151.61,221.77,339.74,60.62,31.51,4.81,49,121.04,121.92,376.62,378.4,376.19,376.51,373.96,4.979,0.028,351.7,2026-01-01 08:04:00,RS001,50,1,375.69,378.75,TYPE_A,1386,0.584,0.953,121.63,122.38,122.75,25.89,1,ire_ptfe_701_plc
701,2026-01-01 08:04:10,OP101,JOB3001,,2,49.87,48.37,152.43,222.36,341.49,62.73,31.63,5.01,48.87,121.4,122.01,373.12,378.82,371.16,376.2,376.12,5.018,0.029,349.45,2026-01-01 08:04:10,RS001,50,1,374.33,377.09,TYPE_A,1014,0.513,0.973,122.19,124.5,123.38,25.92,1,ire_ptfe_701_plc
701,2026-01-01 08:04:20,OP101,JOB3001,,2,49.5,48.02,146.84,221.51,338.12,57.37,28.44,5.21,48.51,121.37,119.63,375.25,378.42,373.31,375.58,375.55,5.013,0.037,352.88,2026-01-01 08:04:20,RS001,50,1,378.15,374.65,TYPE_A,1809,0.424,0.913,122.44,122.71,125.98,24.16,1,ire_ptfe_701_plc
701,2026-01-01 08:04:30,OP101,JOB3001,,2,49.5,48.02,153.33,221.28,340.67,59.74,29.77,5.41,48.51,118.49,120.01,375.7,378.59,375.11,376.64,374.28,4.981,0.033,347.56,2026-01-01 08:04:30,RS001,50,1,373.86,378.99,TYPE_A,1082,0.546,0.995,120.7,121.35,122.28,25.55,1,ire_ptfe_701_plc
701,2026-01-01 08:04:40,OP101,JOB3001,,2,49.57,48.08,147.39,218.06,340.82,62.42,29.82,5.61,48.58,120.52,121.03,374.61,376.34,374.79,374.87,376.99,4.994,0.027,350.11,2026-01-01 08:04:40,RS001,50,1,373.46,378.35,TYPE_A,1098,0.549,0.964,120.73,121.67,122.53,24.2,1,ire_ptfe_701_plc
701,2026-01-01 08:04:50,OP101,JOB3001,,2,49.57,48.08,146.29,222.33,340.11,59.19,31.09,5.81,48.58,121.89,122.94,374.92,375.49,371.82,374.33,373.73,5,0.021,349.04,2026-01-01 08:04:50,RS001,50,1,374.73,374.58,TYPE_B,1040,0.408,0.948,122.27,124.51,124.48,25.15,1,ire_ptfe_701_plc
701,2026-01-01 08:05:00,OP101,JOB3001,,2,49.91,48.41,153.92,217.15,340.12,62.28,31.29,6.01,48.91,118.55,120.09,372.88,376.91,371.12,376.26,375.2,4.972,0.028,353,2026-01-01 08:05:00,RS001,50,1,376.81,375.59,TYPE_A,1537,0.416,0.946,123.33,122.91,125.36,25.1,1,ire_ptfe_701_plc
701,2026-01-01 08:05:10,OP101,JOB3001,,2,50.7,49.18,146.06,219.44,340.57,58.57,28.68,6.21,49.69,120.66,122.69,372.78,373.45,374.43,377.63,372.16,5.001,0.029,352.57,2026-01-01 08:05:10,RS001,50,1,377.26,378.31,TYPE_B,1269,0.565,0.914,122.52,123.13,122.56,24.16,1,ire_ptfe_701_plc
701,2026-01-01 08:05:20,OP101,JOB3001,,2,50.56,49.04,154.9,220.17,341.07,62.42,30.51,6.41,49.55,120.28,120.75,374.62,377.87,374.59,376.86,376.46,5.005,0.034,350.64,2026-01-01 08:05:20,RS001,50,1,377.52,379.16,TYPE_B,1622,0.548,0.938,121.49,124.54,123.14,25.44,1,ire_ptfe_701_plc
701,2026-01-01 08:05:30,OP101,JOB3001,,2,49.78,48.29,151.48,217.07,340.4,59.38,28.26,6.61,48.78,119.72,122.46,375.15,377.47,372.12,377.87,374.08,5.008,0.033,350.88,2026-01-01 08:05:30,RS001,50,1,376.87,376.06,TYPE_B,1175,0.425,0.919,123.89,122.36,122.97,25.15,1,ire_ptfe_701_plc
701,2026-01-01 08:05:40,OP101,JOB3001,,2,49.95,48.45,149.6,220.64,341.41,60.27,30.7,6.81,48.95,120.35,122.13,377.95,375.1,374.68,379.71,374.82,5.013,0.031,349.79,2026-01-01 08:05:40,RS001,50,1,374.11,374.17,TYPE_A,1322,0.443,0.95,120.58,121.57,122.44,25.79,1,ire_ptfe_701_plc
701,2026-01-01 08:05:50,OP101,JOB3001,,2,50.19,48.68,150.96,218.76,340.85,62.69,30.99,7.01,49.19,118.19,120.7,374.87,377.85,375.53,376.44,372.19,5.04,0.036,352.17,2026-01-01 08:05:50,RS001,50,1,377.36,379.96,TYPE_A,1828,0.528,0.911,122.99,121.13,124.1,25.53,1,ire_ptfe_701_plc
701,2026-01-01 08:06:00,OP101,JOB3001,,2,49.37,47.89,154.55,220.83,338.7,58.74,28.53,7.21,48.38,120.81,121.98,372.41,376.02,376.65,374.17,373.1,4.957,0.024,349,2026-01-01 08:06:00,RS001,50,1,378.23,379.45,TYPE_B,1440,0.48,0.908,122.85,121.5,122.66,24.09,1,ire_ptfe_701_plc
701,2026-01-01 08:06:10,OP101,JOB3001,,2,49.67,48.18,150.84,222.79,338.44,58.01,30.58,7.41,48.68,119.44,122.93,376.41,378.59,373.86,379.92,374.36,4.966,0.029,348.8,2026-01-01 08:06:10,RS001,50,1,377.74,379.32,TYPE_A,1007,0.513,0.99,123.06,121.59,125.85,24.4,1,ire_ptfe_701_plc
701,2026-01-01 08:06:20,OP101,JOB3001,,2,49.91,48.41,154.35,222.33,340.24,60.97,31.16,7.62,48.91,120.88,119.05,372.01,374.63,371.94,375.97,376.96,4.981,0.039,348.54,2026-01-01 08:06:20,RS001,50,1,376.27,377.4,TYPE_A,1525,0.554,0.909,121.94,122.99,123.27,24.82,1,ire_ptfe_701_plc
701,2026-01-01 08:06:30,OP101,JOB3001,,2,49.43,47.95,150.34,218.59,339.08,61.36,31.96,7.82,48.44,121.22,119.65,377.22,374.25,373.55,375.21,375.63,4.98,0.03,352.43,2026-01-01 08:06:30,RS001,50,1,373.9,378.51,TYPE_A,1679,0.523,0.945,123.63,122.14,125.03,24.25,1,ire_ptfe_701_plc
701,2026-01-01 08:06:40,OP101,JOB3001,,2,49.77,48.28,145.49,218.81,341.85,59.65,31.98,8.02,48.77,120.05,119.72,372.06,374.96,372.97,376.15,375.88,5.008,0.039,349.02,2026-01-01 08:06:40,RS001,50,1,375.6,375.77,TYPE_B,1943,0.45,0.96,122.57,123.44,122.71,25.58,1,ire_ptfe_701_plc
701,2026-01-01 08:06:50,OP101,JOB3001,,2,49.46,47.98,154.3,220.33,340.48,61.63,28.97,8.22,48.47,119.87,121.32,372.86,377.27,373.87,374.18,376.38,5.015,0.034,352.52,2026-01-01 08:06:50,RS001,50,1,373.42,379.75,TYPE_B,1672,0.525,0.939,121.76,122.22,124.87,24.02,1,ire_ptfe_701_plc
701,2026-01-01 08:07:00,OP101,JOB3001,,2,50.03,48.53,152.27,217.62,338.72,61,29.54,8.42,49.03,120.82,121.17,375.07,374.93,371.44,376.29,373.33,4.962,0.033,351.13,2026-01-01 08:07:00,RS001,50,1,375.91,377.09,TYPE_A,1330,0.562,0.933,122.9,121.4,122.69,24.03,1,ire_ptfe_701_plc
701,2026-01-01 08:07:10,OP101,JOB3001,,2,49.34,47.86,152.12,218.48,340.37,60.05,29.31,8.62,48.35,118.91,122.07,376.08,376.35,371.59,378.12,374.86,5.002,0.025,348.53,2026-01-01 08:07:10,RS001,50,1,376.75,379.86,TYPE_A,1029,0.524,0.978,121.61,124.34,124.52,25.43,1,ire_ptfe_701_plc
701,2026-01-01 08:07:20,OP101,JOB3001,,2,50.19,48.68,150.54,219.42,338.74,59.59,30.78,8.82,49.19,120.6,121.65,374.21,374.47,373.64,378.07,372.1,5.021,0.024,352.48,2026-01-01 08:07:20,RS001,50,1,378.7,379.18,TYPE_B,1840,0.54,0.931,123.01,123.39,124.53,24.63,1,ire_ptfe_701_plc
701,2026-01-01 08:07:30,OP101,JOB3001,,2,49.75,48.26,154.61,217.5,341.38,58.26,29.12,9.02,48.76,118.14,120.6,376.39,376.34,373.98,375.55,372.73,5.041,0.028,351.83,2026-01-01 08:07:30,RS001,50,1,373.94,374.69,TYPE_A,1736,0.491,0.974,120.1,123.35,123.56,24.04,1,ire_ptfe_701_plc
701,2026-01-01 08:07:40,OP101,JOB3001,,2,49.63,48.14,150.74,219.91,340.07,60.22,29.76,9.22,48.64,118.25,122.37,374.22,373.71,375.24,375.1,373.23,5.017,0.023,349.71,2026-01-01 08:07:40,RS001,50,1,378.26,377.89,TYPE_A,1753,0.44,0.967,120.6,124.27,125.36,24.55,1,ire_ptfe_701_plc
701,2026-01-01 08:07:50,OP101,JOB3001,,2,49.23,47.75,147.31,222.81,339.93,58.24,31.14,9.42,48.25,121.09,119.25,372.02,373.84,372.47,377.47,374.7,4.995,0.022,351.23,2026-01-01 08:07:50,RS001,50,1,374.1,379.53,TYPE_A,1578,0.407,0.937,120.29,121.16,125.62,25.54,1,ire_ptfe_701_plc
701,2026-01-01 08:08:00,OP101,JOB3001,,2,49.8,48.31,145.65,221.5,338.36,61.73,30.68,9.62,48.8,119.34,119.64,373.96,376.54,371.97,379.53,373.59,5.009,0.04,352.32,2026-01-01 08:08:00,RS001,50,1,378.77,375.66,TYPE_A,1152,0.58,0.991,123.41,122.38,124.67,25.08,1,ire_ptfe_701_plc
701,2026-01-01 08:08:10,OP101,JOB3001,,2,50.71,49.19,148.56,219.27,339.94,59.39,31.01,9.82,49.7,119.88,120.05,377.56,373.73,374.73,375.8,375.93,5.041,0.037,347.46,2026-01-01 08:08:10,RS001,50,1,375.29,374.84,TYPE_B,1307,0.473,0.931,120.83,122.69,123.51,24.07,1,ire_ptfe_701_plc
701,2026-01-01 08:08:20,OP101,JOB3001,,2,50.08,48.58,150.72,219.8,340.46,57.37,30.03,10.02,49.08,120.18,121.36,377.39,374.71,374.41,374.15,374.72,5.019,0.026,351.81,2026-01-01 08:08:20,RS001,50,1,376.41,377.97,TYPE_B,1911,0.537,0.998,121.13,124.46,124,24.86,1,ire_ptfe_701_plc
701,2026-01-01 08:08:30,OP101,JOB3001,,2,50.11,48.61,148.57,222.29,341.84,58.42,31.88,10.22,49.11,118.59,119.88,373.31,375.44,371.32,374.61,373.21,5.009,0.03,348.64,2026-01-01 08:08:30,RS001,50,1,374.39,374.75,TYPE_B,1695,0.47,0.909,122.09,122.82,123.02,25.69,1,ire_ptfe_701_plc
701,2026-01-01 08:08:40,OP101,JOB3001,,2,50.23,48.72,152.63,222.65,340.93,59.78,29.12,10.42,49.23,121.71,122.09,375.69,377.16,375.73,375.12,375.76,4.998,0.026,347.56,2026-01-01 08:08:40,RS001,50,1,377.48,378.09,TYPE_B,1755,0.431,0.904,123.44,123.3,122.68,24.82,1,ire_ptfe_701_plc
701,2026-01-01 08:08:50,OP101,JOB3001,,2,50.24,48.73,151.9,222.48,341.31,59.03,31.32,10.62,49.24,119.89,122.32,374.79,376.18,373.87,375.96,372.36,4.986,0.035,350.92,2026-01-01 08:08:50,RS001,50,1,374.26,379.4,TYPE_B,1940,0.592,0.916,121.15,124.46,125.73,24.84,1,ire_ptfe_701_plc
701,2026-01-01 08:09:00,OP101,JOB3001,,2,49.85,48.35,152.89,220.07,339.67,57.72,29.28,10.82,48.85,119.14,121.89,377.07,378.72,374.31,378.03,375.49,4.988,0.035,347.95,2026-01-01 08:09:00,RS001,50,1,377.82,375.39,TYPE_B,1118,0.499,0.979,120.02,122.12,122.09,24.9,1,ire_ptfe_701_plc
701,2026-01-01 08:09:10,OP101,JOB3001,,2,49.79,48.3,148.3,219.97,341.29,62.16,29.05,11.02,48.79,118.43,120.35,373.6,374.24,373.07,379.23,373.4,4.99,0.024,348.52,2026-01-01 08:09:10,RS001,50,1,377.48,376.98,TYPE_B,1816,0.404,0.936,123.62,121.47,122.33,24.6,1,ire_ptfe_701_plc
701,2026-01-01 08:09:20,OP101,JOB3001,,2,50.35,48.84,149.03,218.6,340.98,61.78,29.7,11.22,49.34,118.83,120.36,374.21,378.86,376.71,378.8,373.64,4.955,0.039,349.83,2026-01-01 08:09:20,RS001,50,1,375.64,374.47,TYPE_A,1436,0.5,0.923,123.61,122.3,125.79,25.01,1,ire_ptfe_701_plc
701,2026-01-01 08:09:30,OP101,JOB3001,,2,49.47,47.99,152.29,219.76,338.23,61.95,28.86,11.42,48.48,119.89,119.99,372.45,373.36,373.69,374.52,372.29,4.957,0.024,348.49,2026-01-01 08:09:30,RS001,50,1,375.62,377.2,TYPE_A,1283,0.489,0.982,120.45,123.07,123.43,24.31,1,ire_ptfe_701_plc
701,2026-01-01 08:09:40,OP101,JOB3001,,2,50.36,48.85,145.29,219.05,338.41,59.41,31.58,11.62,49.35,118.34,119.11,374.64,374.66,372.01,374.98,372.21,4.965,0.024,350.63,2026-01-01 08:09:40,RS001,50,1,374.13,376.64,TYPE_A,1618,0.529,0.979,122.1,121.61,125.28,24.79,1,ire_ptfe_701_plc
701,2026-01-01 08:09:50,OP101,JOB3001,,2,50.16,48.66,154.05,217.88,338.15,61.04,29.37,11.82,49.16,121.63,119.18,375.86,377.29,376.69,375.65,374.99,5.017,0.022,347.62,2026-01-01 08:09:50,RS001,50,1,377.79,377.73,TYPE_B,1417,0.414,0.916,121.98,121.92,124.64,25.11,1,ire_ptfe_701_plc
701,2026-01-01 08:10:00,OP101,JOB3001,,2,49.69,48.2,150.61,223,340.53,57.57,30.22,12.02,48.7,121.91,122.67,377.84,376.53,375.67,376.14,376.21,5.006,0.023,347.76,2026-01-01 08:10:00,RS001,50,1,378.22,378.39,TYPE_B,1343,0.58,0.993,120.85,121.42,124.36,24.61,1,ire_ptfe_701_plc
701,2026-01-01 08:10:10,OP101,JOB3001,,2,49.47,47.99,154.37,220.47,338.29,59.82,30.7,12.22,48.48,120.96,121.48,374.33,378.32,376.26,376.52,375.41,5.012,0.036,349.36,2026-01-01 08:10:10,RS001,50,1,374.02,376.71,TYPE_A,1022,0.585,0.922,121.21,123.7,124.33,25.33,1,ire_ptfe_701_plc
701,2026-01-01 08:10:20,OP101,JOB3001,,2,49.59,48.1,149.34,219.04,338.23,62.25,31.95,12.42,48.6,118.44,119.85,373.54,376.34,375.55,375.86,376.23,5.024,0.025,349.59,2026-01-01 08:10:20,RS001,50,1,376.52,376.64,TYPE_B,1486,0.548,0.994,121.09,124.65,123.64,25.96,1,ire_ptfe_701_plc
701,2026-01-01 08:10:30,OP101,JOB3001,,2,49.33,47.85,150.72,222.83,340.43,61.67,31.63,12.63,48.34,119.05,119.97,374.43,376.35,371.07,376.34,377.57,4.985,0.021,352.88,2026-01-01 08:10:30,RS001,50,1,376.84,375.72,TYPE_B,1915,0.417,0.915,123.01,124.58,123.11,25.26,1,ire_ptfe_701_plc
701,2026-01-01 08:10:40,OP101,JOB3001,,2,49.79,48.3,154.21,219.9,339.96,57.6,29.3,12.83,48.79,118.13,121.57,375.85,377.04,371.95,377.9,373.99,4.966,0.022,349.66,2026-01-01 08:10:40,RS001,50,1,378.53,374.42,TYPE_B,1034,0.573,0.986,121.92,124.88,125.81,25.06,1,ire_ptfe_701_plc
701,2026-01-01 08:10:50,OP101,JOB3001,,2,49.75,48.26,146.11,218.67,341.2,62.01,30.18,13.03,48.76,120.86,119.69,375.27,376.87,372.6,379.64,376.83,5.045,0.022,349.37,2026-01-01 08:10:50,RS001,50,1,377.23,377.72,TYPE_B,1453,0.495,0.948,121.21,121.52,125.43,25.18,1,ire_ptfe_701_plc
701,2026-01-01 08:11:00,OP101,JOB3001,,2,49.6,48.11,147.02,218.2,341.94,61.74,31.24,13.23,48.61,118.46,120.73,374.55,375.78,376.1,378.83,374.51,4.959,0.029,348.8,2026-01-01 08:11:00,RS001,50,1,373.63,377.62,TYPE_B,1544,0.582,0.904,121,123.91,124.54,24.34,1,ire_ptfe_701_plc
701,2026-01-01 08:11:10,OP101,JOB3001,,2,49.58,48.09,149.37,217.22,338.65,62.55,29.74,13.43,48.59,120.82,122.42,377.49,378.74,371.83,374.45,374.27,5.03,0.022,349.65,2026-01-01 08:11:10,RS001,50,1,373,379.51,TYPE_B,1327,0.597,0.929,120.8,122.96,124.21,24.38,1,ire_ptfe_701_plc
701,2026-01-01 08:11:20,OP101,JOB3001,,2,50.47,48.96,145.12,217.65,339.04,59.65,29.13,13.63,49.46,119.93,121.71,373.8,373.09,372.48,376.61,374.41,4.952,0.028,352.64,2026-01-01 08:11:20,RS001,50,1,376.89,378.74,TYPE_B,1049,0.593,0.998,122,123.55,123.13,25.35,1,ire_ptfe_701_plc
701,2026-01-01 08:11:30,OP101,JOB3001,,2,50.47,48.96,152.14,222.55,340.64,58.95,30.54,13.83,49.46,120.55,122.1,374.36,377.61,376.74,379.67,375.46,4.957,0.031,347.76,2026-01-01 08:11:30,RS001,50,1,374.23,378.15,TYPE_A,1833,0.562,0.97,122.98,121.26,125.31,24.17,1,ire_ptfe_701_plc
701,2026-01-01 08:11:40,OP101,JOB3001,,2,49.89,48.39,151.21,218.55,338.24,58.03,29.36,14.03,48.89,121.01,122.6,372.46,373.25,372.65,378.32,377.72,4.982,0.036,349.09,2026-01-01 08:11:40,RS001,50,1,374.62,376.51,TYPE_A,1122,0.478,0.932,121.13,124.66,124.55,25.99,1,ire_ptfe_701_plc
701,2026-01-01 08:11:50,OP101,JOB3001,,2,49.26,47.78,150.79,220.91,338.38,57.23,31.67,14.23,48.27,118.23,122.19,372.75,376.58,372.38,375.61,376.08,4.99,0.036,352.93,2026-01-01 08:11:50,RS001,50,1,378.81,378.34,TYPE_B,1962,0.548,0.945,123.85,124.23,125.3,25.84,1,ire_ptfe_701_plc
701,2026-01-01 08:12:00,OP101,JOB3001,,2,50,48.5,154.77,222.61,339.52,60.16,31.54,14.43,49,121.9,121.15,375.78,373.57,374.31,378.72,373.35,4.99,0.026,349.63,2026-01-01 08:12:00,RS001,50,1,376.79,376.55,TYPE_B,1654,0.511,0.993,122.89,124,123.34,25.81,1,ire_ptfe_701_plc
